10	10									
0.029143193	0.040698578	0.054178239	0.06770587	0.078119954	0.082084999	0.078119954	0.06770587	0.054178239	0.040698578	0.029143193
0.040698578	0.059105747	0.082084999	0.106877926	0.127256211	0.135335283	0.127256211	0.106877926	0.082084999	0.059105747	0.040698578
0.054178239	0.082084999	0.11987325	0.164840715	0.205740661	0.22313016	0.205740661	0.164840715	0.11987325	0.082084999	0.054178239
0.06770587	0.106877926	0.164840715	0.243116734	0.326921895	0.367879441	0.326921895	0.243116734	0.164840715	0.106877926	0.06770587
0.078119954	0.127256211	0.205740661	0.326921895	0.493068691	0.60653066	0.493068691	0.326921895	0.205740661	0.127256211	0.078119954
0.082084999	0.135335283	0.22313016	0.367879441	0.60653066	1	0.60653066	0.367879441	0.22313016	0.135335283	0.082084999
0.078119954	0.127256211	0.205740661	0.326921895	0.493068691	0.60653066	0.493068691	0.326921895	0.205740661	0.127256211	0.078119954
0.06770587	0.106877926	0.164840715	0.243116734	0.326921895	0.367879441	0.326921895	0.243116734	0.164840715	0.106877926	0.06770587
0.054178239	0.082084999	0.11987325	0.164840715	0.205740661	0.22313016	0.205740661	0.164840715	0.11987325	0.082084999	0.054178239
0.040698578	0.059105747	0.082084999	0.106877926	0.127256211	0.135335283	0.127256211	0.106877926	0.082084999	0.059105747	0.040698578
0.029143193	0.040698578	0.054178239	0.06770587	0.078119954	0.082084999	0.078119954	0.06770587	0.054178239	0.040698578	0.029143193
