,D_UID,O_UID,DIST,O_POP,D_POP
89,D_18,O_6,33602.5,1,3667.0
90,D_19,O_6,82068.2,1,2140.0
91,D_21,O_6,41956.4,1,9312.0
92,D_22,O_6,122341.6,1,993.0
93,D_23,O_6,15811.2,1,6363.0
94,D_24,O_6,89026.0,1,9398.0
95,D_25,O_6,83974.4,1,4480.0
96,D_26,O_6,112647.4,1,5010.0
97,D_16,O_7,121283.2,1,3780.0
98,D_17,O_7,125357.0,1,8806.0
99,D_18,O_7,35301.4,1,3667.0
100,D_19,O_7,89380.4,1,2140.0
101,D_21,O_7,34844.4,1,9312.0
102,D_22,O_7,129653.8,1,993.0
103,D_23,O_7,23123.4,1,6363.0
104,D_24,O_7,96338.2,1,9398.0
105,D_25,O_7,91286.6,1,4480.0
106,D_26,O_7,119959.6,1,5010.0
107,D_16,O_8,108182.6,1,3780.0
108,D_17,O_8,112256.4,1,8806.0
109,D_18,O_8,66805.4,1,3667.0
110,D_19,O_8,127616.1,1,2140.0
111,D_21,O_8,36265.8,1,9312.0
112,D_22,O_8,167889.5,1,993.0
113,D_23,O_8,61359.1,1,6363.0
114,D_24,O_8,134573.9,1,9398.0
115,D_25,O_8,129522.3,1,4480.0
116,D_26,O_8,158195.3,1,5010.0
117,D_20,O_9,3903.4,1,485.0
118,D_14,O_10,19579.6,1,2036.0
119,D_15,O_10,26847.2,1,3990.0
120,D_16,O_11,119191.0,1,3780.0
121,D_17,O_11,123264.8,1,8806.0
122,D_18,O_11,70902.0,1,3667.0
123,D_19,O_11,131624.2,1,2140.0
124,D_21,O_11,27484.9,1,9312.0
125,D_22,O_11,171897.6,1,993.0
126,D_23,O_11,65367.2,1,6363.0
127,D_24,O_11,138582.0,1,9398.0
128,D_25,O_11,133530.4,1,4480.0
129,D_26,O_11,162203.4,1,5010.0
130,D_16,O_12,97413.1,1,3780.0
131,D_17,O_12,103148.2,1,8806.0
132,D_18,O_12,67477.3,1,3667.0
133,D_19,O_12,103202.8,1,2140.0
134,D_21,O_12,88406.4,1,9312.0
135,D_22,O_12,110211.6,1,993.0
136,D_23,O_12,36418.0,1,6363.0
137,D_24,O_12,110160.6,1,9398.0
138,D_25,O_12,71138.0,1,4480.0
139,D_26,O_12,100517.4,1,5010.0
140,D_27,O_1,18566.0,1,1964.0
141,D_29,O_1,42147.5,1,8601.0
142,D_30,O_1,61831.7,1,6552.0
143,D_32,O_1,37375.8,1,7503.0
144,D_33,O_1,33529.4,1,8411.0
145,D_34,O_1,66152.3,1,8317.0
146,D_35,O_1,71162.0,1,4844.0
147,D_36,O_1,81018.0,1,989.0
148,D_37,O_1,74715.4,1,7791.0
149,D_38,O_1,40306.3,1,4578.0
150,D_39,O_1,90417.8,1,306.0
151,D_27,O_2,33728.8,1,1964.0
152,D_29,O_2,21572.2,1,8601.0
153,D_30,O_2,14912.4,1,6552.0
154,D_32,O_2,16238.5,1,7503.0
155,D_33,O_2,33186.4,1,8411.0
156,D_34,O_2,45997.8,1,8317.0
157,D_35,O_2,51007.5,1,4844.0
158,D_36,O_2,60442.7,1,989.0
159,D_37,O_2,54560.9,1,7791.0
160,D_38,O_2,13408.7,1,4578.0
161,D_39,O_2,43498.5,1,306.0
162,D_28,O_4,78531.1,1,9367.0
163,D_31,O_4,121710.0,1,9381.0
164,D_28,O_5,43140.1,1,9367.0
165,D_31,O_5,163013.7,1,9381.0
166,D_27,O_6,88716.4,1,1964.0
167,D_29,O_6,76559.8,1,8601.0
168,D_30,O_6,46151.4,1,6552.0
169,D_32,O_6,71226.1,1,7503.0
170,D_33,O_6,88174.0,1,8411.0
171,D_34,O_6,100985.4,1,8317.0
172,D_35,O_6,105995.1,1,4844.0
173,D_36,O_6,115430.3,1,989.0
174,D_37,O_6,109548.5,1,7791.0
175,D_38,O_6,68396.3,1,4578.0
176,D_39,O_6,16435.6,1,306.0
177,D_27,O_7,96028.6,1,1964.0
178,D_29,O_7,83872.0,1,8601.0
179,D_30,O_7,53463.6,1,6552.0
180,D_32,O_7,78538.3,1,7503.0
181,D_33,O_7,95486.2,1,8411.0
182,D_34,O_7,108297.6,1,8317.0
183,D_35,O_7,113307.3,1,4844.0
184,D_36,O_7,122742.5,1,989.0
185,D_37,O_7,116860.7,1,7791.0
186,D_38,O_7,75708.5,1,4578.0
187,D_39,O_7,23747.8,1,306.0
188,D_27,O_8,134264.3,1,1964.0
189,D_29,O_8,122107.7,1,8601.0
190,D_30,O_8,91699.3,1,6552.0
191,D_32,O_8,116774.0,1,7503.0
192,D_33,O_8,133721.9,1,8411.0
193,D_34,O_8,146533.3,1,8317.0
194,D_35,O_8,151543.0,1,4844.0
195,D_36,O_8,160978.2,1,989.0
196,D_37,O_8,155096.4,1,7791.0
197,D_38,O_8,113944.2,1,4578.0
198,D_39,O_8,61983.5,1,306.0
199,D_28,O_9,46080.8,1,9367.0
200,D_31,O_9,157149.0,1,9381.0
201,D_27,O_11,138272.4,1,1964.0
202,D_29,O_11,126115.8,1,8601.0
203,D_30,O_11,95707.4,1,6552.0
204,D_32,O_11,120782.1,1,7503.0
205,D_33,O_11,137730.0,1,8411.0
206,D_34,O_11,150541.4,1,8317.0
207,D_35,O_11,155551.1,1,4844.0
208,D_36,O_11,164986.3,1,989.0
209,D_37,O_11,159104.5,1,7791.0
210,D_38,O_11,117952.3,1,4578.0
211,D_39,O_11,65991.6,1,306.0
212,D_27,O_12,76586.4,1,1964.0
213,D_29,O_12,64429.8,1,8601.0
214,D_30,O_12,34021.4,1,6552.0
215,D_32,O_12,59096.1,1,7503.0
216,D_33,O_12,76044.0,1,8411.0
217,D_34,O_12,75711.3,1,8317.0
218,D_35,O_12,93865.1,1,4844.0
219,D_36,O_12,103300.3,1,989.0
220,D_37,O_12,97418.5,1,7791.0
221,D_38,O_12,56266.3,1,4578.0
222,D_39,O_12,35865.7,1,306.0
223,D_40,O_1,146314.9,1,5590.0
224,D_43,O_1,131593.8,1,7939.0
225,D_44,O_1,178555.7,1,7063.0
226,D_46,O_1,133738.2,1,9363.0
227,D_47,O_1,166502.2,1,3446.0
228,D_48,O_1,52888.7,1,2833.0
229,D_50,O_1,92554.0,1,6184.0
230,D_51,O_1,127081.0,1,3939.0
231,D_40,O_2,99395.6,1,5590.0
232,D_43,O_2,84674.5,1,7939.0
233,D_44,O_2,131636.4,1,7063.0
234,D_46,O_2,86818.9,1,9363.0
235,D_47,O_2,119582.9,1,3446.0
236,D_48,O_2,32313.4,1,2833.0
237,D_50,O_2,45634.7,1,6184.0
238,D_51,O_2,80161.7,1,3939.0
239,D_45,O_3,125279.1,1,5250.0
240,D_49,O_3,8574.3,1,6892.0
241,D_41,O_4,57801.7,1,9682.0
242,D_42,O_4,92148.5,1,7149.0
243,D_52,O_4,60924.4,1,3413.0
244,D_41,O_5,99105.4,1,9682.0
245,D_42,O_5,133452.2,1,7149.0
246,D_52,O_5,25533.4,1,3413.0
247,D_40,O_6,57888.0,1,5590.0
248,D_43,O_6,26687.7,1,7939.0
249,D_44,O_6,73649.6,1,7063.0
250,D_46,O_6,28832.1,1,9363.0
251,D_47,O_6,61596.1,1,3446.0
252,D_48,O_6,87301.0,1,2833.0
253,D_50,O_6,15411.0,1,6184.0
254,D_51,O_6,52761.5,1,3939.0
255,D_40,O_7,59586.9,1,5590.0
256,D_43,O_7,19575.7,1,7939.0
257,D_44,O_7,66537.6,1,7063.0
258,D_46,O_7,30531.0,1,9363.0
259,D_47,O_7,60329.5,1,3446.0
260,D_48,O_7,94613.2,1,2833.0
261,D_50,O_7,22723.2,1,6184.0
262,D_51,O_7,60073.7,1,3939.0
263,D_40,O_8,57785.5,1,5590.0
264,D_43,O_8,19032.4,1,7939.0
265,D_44,O_8,35627.5,1,7063.0
266,D_46,O_8,45986.7,1,9363.0
267,D_47,O_8,48618.6,1,3446.0
268,D_48,O_8,132848.9,1,2833.0
269,D_50,O_8,60958.9,1,6184.0
270,D_51,O_8,86878.8,1,3939.0
271,D_41,O_9,93240.7,1,9682.0
272,D_42,O_9,127587.5,1,7149.0
273,D_52,O_9,28474.1,1,3413.0
274,D_40,O_11,64571.4,1,5590.0
275,D_43,O_11,23230.0,1,7939.0
276,D_44,O_11,47609.8,1,7063.0
277,D_46,O_11,50083.3,1,9363.0
278,D_47,O_11,55404.5,1,3446.0
279,D_48,O_11,136857.0,1,2833.0
280,D_50,O_11,64967.0,1,6184.0
281,D_51,O_11,93664.7,1,3939.0
282,D_40,O_12,91762.8,1,5590.0
283,D_43,O_12,77041.7,1,7939.0
284,D_44,O_12,124003.6,1,7063.0
285,D_46,O_12,79186.1,1,9363.0
286,D_47,O_12,111950.1,1,3446.0
287,D_48,O_12,75171.0,1,2833.0
288,D_50,O_12,38001.9,1,6184.0
289,D_51,O_12,72528.9,1,3939.0
290,D_53,O_1,43754.2,1,4253.0
291,D_54,O_1,114631.6,1,6798.0
292,D_55,O_1,178486.2,1,2676.0
293,D_56,O_1,150925.4,1,7462.0
294,D_60,O_1,135824.2,1,2246.0
295,D_61,O_1,149579.5,1,5139.0
296,D_62,O_1,59222.5,1,9648.0
297,D_63,O_1,110274.5,1,2973.0
298,D_64,O_1,88394.4,1,3846.0
299,D_65,O_1,116175.0,1,2841.0
300,D_53,O_2,27089.7,1,4253.0
301,D_54,O_2,67712.3,1,6798.0
302,D_55,O_2,131566.9,1,2676.0
303,D_56,O_2,104006.1,1,7462.0
304,D_60,O_2,88904.9,1,2246.0
305,D_61,O_2,102660.2,1,5139.0
306,D_62,O_2,38647.2,1,9648.0
307,D_63,O_2,63355.2,1,2973.0
308,D_64,O_2,41475.1,1,3846.0
309,D_65,O_2,69255.7,1,2841.0
310,D_57,O_4,74575.5,1,4497.0
311,D_58,O_4,64591.6,1,4524.0
312,D_59,O_4,56960.9,1,3136.0
313,D_57,O_5,39184.5,1,4497.0
314,D_58,O_5,29200.6,1,4524.0
315,D_59,O_5,15550.0,1,3136.0
316,D_53,O_6,82077.3,1,4253.0
317,D_54,O_6,9725.5,1,6798.0
318,D_55,O_6,102799.5,1,2676.0
319,D_56,O_6,46019.3,1,7462.0
320,D_60,O_6,61910.0,1,2246.0
321,D_61,O_6,44673.4,1,5139.0
322,D_62,O_6,93634.8,1,9648.0
323,D_63,O_6,36352.6,1,2973.0
324,D_64,O_6,36452.2,1,3846.0
325,D_65,O_6,42253.1,1,2841.0
326,D_53,O_7,89389.5,1,4253.0
327,D_54,O_7,11424.4,1,6798.0
328,D_55,O_7,110111.7,1,2676.0
329,D_56,O_7,46284.2,1,7462.0
330,D_60,O_7,69222.2,1,2246.0
331,D_61,O_7,37561.4,1,5139.0
332,D_62,O_7,100947.0,1,9648.0
333,D_63,O_7,43664.8,1,2973.0
334,D_64,O_7,43764.4,1,3846.0
335,D_65,O_7,49565.3,1,2841.0
336,D_53,O_8,127625.2,1,4253.0
337,D_54,O_8,39700.4,1,6798.0
338,D_55,O_8,148347.4,1,2676.0
339,D_56,O_8,34573.3,1,7462.0
340,D_60,O_8,97584.2,1,2246.0
341,D_61,O_8,4047.6,1,5139.0
342,D_62,O_8,139182.7,1,9648.0
343,D_63,O_8,81900.5,1,2973.0
344,D_64,O_8,82000.1,1,3846.0
345,D_65,O_8,87801.0,1,2841.0
346,D_57,O_9,42125.2,1,4497.0
347,D_58,O_9,32141.3,1,4524.0
348,D_59,O_9,24510.6,1,3136.0
349,D_53,O_11,131633.3,1,4253.0
350,D_54,O_11,43797.0,1,6798.0
351,D_55,O_11,152355.5,1,2676.0
352,D_56,O_11,41359.2,1,7462.0
353,D_60,O_11,104370.1,1,2246.0
354,D_61,O_11,11403.3,1,5139.0
355,D_62,O_11,143190.8,1,9648.0
356,D_63,O_11,85908.6,1,2973.0
357,D_64,O_11,86008.2,1,3846.0
358,D_65,O_11,91809.1,1,2841.0
359,D_53,O_12,69947.3,1,4253.0
360,D_54,O_12,60079.5,1,6798.0
361,D_55,O_12,123934.1,1,2676.0
362,D_56,O_12,96373.3,1,7462.0
363,D_60,O_12,81272.1,1,2246.0
364,D_61,O_12,95027.4,1,5139.0
365,D_62,O_12,81504.8,1,9648.0
366,D_63,O_12,55722.4,1,2973.0
367,D_64,O_12,19580.1,1,3846.0
368,D_65,O_12,61622.9,1,2841.0
369,D_66,O_1,52738.6,1,8502.0
370,D_66,O_2,6251.2,1,8502.0
371,D_66,O_6,62173.3,1,8502.0
372,D_66,O_7,69485.5,1,8502.0
373,D_66,O_8,107721.2,1,8502.0
374,D_67,O_10,31592.2,1,4750.0
375,D_66,O_11,111729.3,1,8502.0
376,D_66,O_12,50043.3,1,8502.0
377,D_1,O_13,93729.7,1,9112.0
378,D_2,O_13,46711.6,1,8692.0
379,D_6,O_13,20827.4,1,2645.0
380,D_7,O_13,59236.3,1,3844.0
381,D_10,O_13,63102.1,1,5483.0
382,D_11,O_13,38914.1,1,5681.0
383,D_12,O_13,0.0,1,8054.0
384,D_13,O_13,105778.5,1,1452.0
385,D_1,O_14,176733.8,1,9112.0
386,D_2,O_14,129342.3,1,8692.0
387,D_6,O_14,97731.2,1,2645.0
388,D_7,O_14,61244.6,1,3844.0
389,D_10,O_14,71663.0,1,5483.0
390,D_11,O_14,121544.8,1,5681.0
391,D_12,O_14,107223.7,1,8054.0
392,D_13,O_14,0.0,1,1452.0
393,D_9,O_15,19412.7,1,5688.0
394,D_9,O_16,26844.7,1,5688.0
395,D_1,O_17,129186.8,1,9112.0
396,D_2,O_17,109224.3,1,8692.0
397,D_6,O_17,121339.3,1,2645.0
398,D_7,O_17,109965.8,1,3844.0
399,D_10,O_17,120384.2,1,5483.0
400,D_11,O_17,100627.4,1,5681.0
401,D_12,O_17,119224.1,1,8054.0
402,D_13,O_17,50269.2,1,1452.0
403,D_1,O_18,122008.2,1,9112.0
404,D_2,O_18,74990.1,1,8692.0
405,D_6,O_18,35290.4,1,2645.0
406,D_7,O_18,67105.5,1,3844.0
407,D_10,O_18,71061.8,1,5483.0
408,D_11,O_18,67192.6,1,5681.0
409,D_12,O_18,42238.0,1,8054.0
410,D_13,O_18,72377.7,1,1452.0
411,D_1,O_19,158079.3,1,9112.0
412,D_2,O_19,111061.2,1,8692.0
413,D_6,O_19,89772.8,1,2645.0
414,D_7,O_19,128181.7,1,3844.0
415,D_10,O_19,132047.5,1,5483.0
416,D_11,O_19,103263.7,1,5681.0
417,D_12,O_19,71445.7,1,8054.0
418,D_13,O_19,170710.3,1,1452.0
419,D_4,O_20,9905.7,1,5324.0
420,D_8,O_20,3546.4,1,8821.0
421,D_4,O_21,86879.3,1,5324.0
422,D_8,O_21,80553.9,1,8821.0
423,D_1,O_22,176974.0,1,9112.0
424,D_2,O_22,129955.9,1,8692.0
425,D_6,O_22,108667.5,1,2645.0
426,D_7,O_22,147076.4,1,3844.0
427,D_10,O_22,150942.2,1,5483.0
428,D_11,O_22,122158.4,1,5681.0
429,D_12,O_22,90340.4,1,8054.0
430,D_13,O_22,189605.0,1,1452.0
431,D_1,O_23,143109.6,1,9112.0
432,D_2,O_23,96091.5,1,8692.0
433,D_6,O_23,34864.8,1,2645.0
434,D_7,O_23,36369.3,1,3844.0
435,D_10,O_23,26664.1,1,5483.0
436,D_11,O_23,88294.0,1,5681.0
437,D_12,O_23,50286.4,1,8054.0
438,D_13,O_23,94316.2,1,1452.0
439,D_3,O_24,20832.7,1,1015.0
440,D_5,O_24,161652.9,1,2109.0
441,D_16,O_13,117714.6,1,3780.0
442,D_17,O_13,121788.4,1,8806.0
443,D_18,O_13,41521.0,1,3667.0
444,D_19,O_13,70691.5,1,2140.0
445,D_21,O_13,49522.7,1,9312.0
446,D_22,O_13,111504.8,1,993.0
447,D_23,O_13,4424.7,1,6363.0
448,D_24,O_13,77649.3,1,9398.0
449,D_25,O_13,75719.2,1,4480.0
450,D_26,O_13,101810.6,1,5010.0
451,D_16,O_14,49930.8,1,3780.0
452,D_17,O_14,54004.6,1,8806.0
453,D_18,O_14,74499.5,1,3667.0
454,D_19,O_14,170982.2,1,2140.0
455,D_21,O_14,95452.3,1,9312.0
456,D_22,O_14,125577.1,1,993.0
457,D_23,O_14,104197.4,1,6363.0
458,D_24,O_14,177940.0,1,9398.0
459,D_25,O_14,108818.6,1,4480.0
460,D_26,O_14,184814.7,1,5010.0
461,D_14,O_15,0.0,1,2036.0
462,D_15,O_15,9821.6,1,3990.0
463,D_14,O_16,10235.4,1,2036.0
464,D_15,O_16,0.0,1,3990.0
465,D_16,O_17,0.0,1,3780.0
466,D_17,O_17,8420.1,1,8806.0
467,D_18,O_17,98616.2,1,3667.0
468,D_19,O_17,182982.6,1,2140.0
469,D_21,O_17,144173.5,1,9312.0
470,D_22,O_17,78030.1,1,993.0
471,D_23,O_17,116197.8,1,6363.0
472,D_24,O_17,189940.4,1,9398.0
473,D_25,O_17,83807.4,1,4480.0
474,D_26,O_17,137267.7,1,5010.0
475,D_16,O_18,98591.9,1,3780.0
476,D_17,O_18,102665.7,1,8806.0
477,D_18,O_18,0.0,1,3667.0
478,D_19,O_18,105996.5,1,2140.0
479,D_21,O_18,64370.4,1,9312.0
480,D_22,O_18,139783.3,1,993.0
481,D_23,O_18,39211.7,1,6363.0
482,D_24,O_18,112954.3,1,9398.0
483,D_25,O_18,88401.1,1,4480.0
484,D_26,O_18,130089.1,1,5010.0
485,D_16,O_19,182646.4,1,3780.0
486,D_17,O_19,186720.2,1,8806.0
487,D_18,O_19,106452.8,1,3667.0
488,D_19,O_19,0.0,1,2140.0
489,D_21,O_19,120516.5,1,9312.0
490,D_22,O_19,175854.4,1,993.0
491,D_23,O_19,67959.2,1,6363.0
492,D_24,O_19,8617.2,1,9398.0
493,D_25,O_19,140651.0,1,4480.0
494,D_26,O_19,166160.2,1,5010.0
495,D_20,O_20,0.0,1,485.0
496,D_20,O_21,78473.8,1,485.0
497,D_16,O_22,201541.1,1,3780.0
498,D_17,O_22,205614.9,1,8806.0
499,D_18,O_22,125347.5,1,3667.0
500,D_19,O_22,20433.4,1,2140.0
501,D_21,O_22,139411.2,1,9312.0
502,D_22,O_22,194749.1,1,993.0
503,D_23,O_22,86853.9,1,6363.0
504,D_24,O_22,13329.6,1,9398.0
505,D_25,O_22,159545.7,1,4480.0
506,D_26,O_22,185054.9,1,5010.0
507,D_16,O_23,142831.7,1,3780.0
508,D_17,O_23,146905.5,1,8806.0
509,D_18,O_23,64244.2,1,3667.0
510,D_19,O_23,120611.3,1,2140.0
511,D_21,O_23,0.0,1,9312.0
512,D_22,O_23,160884.7,1,993.0
513,D_23,O_23,54354.3,1,6363.0
514,D_24,O_23,127569.1,1,9398.0
515,D_25,O_23,125947.7,1,4480.0
516,D_26,O_23,151190.5,1,5010.0
517,D_27,O_13,77879.6,1,1964.0
518,D_29,O_13,65723.0,1,8601.0
519,D_30,O_13,35314.6,1,6552.0
520,D_32,O_13,60389.3,1,7503.0
521,D_33,O_13,77337.2,1,8411.0
522,D_34,O_13,90148.6,1,8317.0
523,D_35,O_13,95158.3,1,4844.0
524,D_36,O_13,104593.5,1,989.0
525,D_37,O_13,98711.7,1,7791.0
526,D_38,O_13,57559.5,1,4578.0
527,D_39,O_13,5534.9,1,306.0
528,D_27,O_14,160883.7,1,1964.0
529,D_29,O_14,136185.3,1,8601.0
530,D_30,O_14,117945.3,1,6552.0
531,D_32,O_14,141305.4,1,7503.0
532,D_33,O_14,153980.3,1,8411.0
533,D_34,O_14,128524.3,1,8317.0
534,D_35,O_14,106216.3,1,4844.0
535,D_36,O_14,126400.7,1,989.0
536,D_37,O_14,109462.9,1,7791.0
537,D_38,O_14,140190.2,1,4578.0
538,D_39,O_14,103645.1,1,306.0
539,D_27,O_17,113336.7,1,1964.0
540,D_29,O_17,88638.3,1,8601.0
541,D_30,O_17,129945.7,1,6552.0
542,D_32,O_17,93758.4,1,7503.0
543,D_33,O_17,106433.3,1,8411.0
544,D_34,O_17,80977.3,1,8317.0
545,D_35,O_17,58669.3,1,4844.0
546,D_36,O_17,78853.7,1,989.0
547,D_37,O_17,61915.9,1,7791.0
548,D_38,O_17,100057.3,1,4578.0
549,D_39,O_17,115645.5,1,306.0
550,D_27,O_18,106158.1,1,1964.0
551,D_29,O_18,94001.5,1,8601.0
552,D_30,O_18,63593.1,1,6552.0
553,D_32,O_18,88667.8,1,7503.0
554,D_33,O_18,105615.7,1,8411.0
555,D_34,O_18,118427.1,1,8317.0
556,D_35,O_18,123436.8,1,4844.0
557,D_36,O_18,132872.0,1,989.0
558,D_37,O_18,126990.2,1,7791.0
559,D_38,O_18,85838.0,1,4578.0
560,D_39,O_18,38659.4,1,306.0
561,D_27,O_19,142229.2,1,1964.0
562,D_29,O_19,130072.6,1,8601.0
563,D_30,O_19,99664.2,1,6552.0
564,D_32,O_19,124738.9,1,7503.0
565,D_33,O_19,141686.8,1,8411.0
566,D_34,O_19,154498.2,1,8317.0
567,D_35,O_19,159507.9,1,4844.0
568,D_36,O_19,168943.1,1,989.0
569,D_37,O_19,163061.3,1,7791.0
570,D_38,O_19,121909.1,1,4578.0
571,D_39,O_19,69305.8,1,306.0
572,D_28,O_20,44186.6,1,9367.0
573,D_31,O_20,154914.0,1,9381.0
574,D_28,O_21,121160.2,1,9367.0
575,D_31,O_21,75004.2,1,9381.0
576,D_27,O_22,161123.9,1,1964.0
577,D_29,O_22,148967.3,1,8601.0
578,D_30,O_22,118558.9,1,6552.0
579,D_32,O_22,143633.6,1,7503.0
580,D_33,O_22,160581.5,1,8411.0
581,D_34,O_22,173392.9,1,8317.0
582,D_35,O_22,178402.6,1,4844.0
583,D_36,O_22,187837.8,1,989.0
584,D_37,O_22,181956.0,1,7791.0
585,D_38,O_22,140803.8,1,4578.0
586,D_39,O_22,88200.5,1,306.0
587,D_27,O_23,127259.5,1,1964.0
588,D_29,O_23,115102.9,1,8601.0
589,D_30,O_23,84694.5,1,6552.0
590,D_32,O_23,109769.2,1,7503.0
591,D_33,O_23,126717.1,1,8411.0
592,D_34,O_23,139528.5,1,8317.0
593,D_35,O_23,144538.2,1,4844.0
594,D_36,O_23,153973.4,1,989.0
595,D_37,O_23,148091.6,1,7791.0
596,D_38,O_23,106939.4,1,4578.0
597,D_39,O_23,54978.7,1,306.0
598,D_40,O_13,65806.5,1,5590.0
599,D_43,O_13,40206.4,1,7939.0
600,D_44,O_13,87168.3,1,7063.0
601,D_46,O_13,42350.8,1,9363.0
602,D_47,O_13,75114.8,1,3446.0
603,D_48,O_13,76464.2,1,2833.0
604,D_50,O_13,4034.3,1,6184.0
605,D_51,O_13,56902.7,1,3939.0
606,D_40,O_14,48840.2,1,5590.0
607,D_43,O_14,78324.2,1,7939.0
608,D_44,O_14,34256.6,1,7063.0
609,D_46,O_14,82885.8,1,9363.0
610,D_47,O_14,50133.7,1,3446.0
611,D_48,O_14,142329.7,1,2833.0
612,D_50,O_14,105719.5,1,6184.0
613,D_51,O_14,50180.6,1,3939.0
614,D_40,O_17,80274.0,1,5590.0
615,D_43,O_17,127045.4,1,7939.0
616,D_44,O_17,82977.8,1,7063.0
617,D_46,O_17,116439.8,1,9363.0
618,D_47,O_17,98854.9,1,3446.0
619,D_48,O_17,94782.7,1,2833.0
620,D_50,O_17,117719.9,1,6184.0
621,D_51,O_17,70003.8,1,3939.0
622,D_40,O_18,24285.5,1,5590.0
623,D_43,O_18,48075.6,1,7939.0
624,D_44,O_18,69847.6,1,7063.0
625,D_46,O_18,23374.7,1,9363.0
626,D_47,O_18,53980.9,1,3446.0
627,D_48,O_18,104742.7,1,2833.0
628,D_50,O_18,40733.8,1,6184.0
629,D_51,O_18,31401.0,1,3939.0
630,D_40,O_19,130738.3,1,5590.0
631,D_43,O_19,109151.8,1,7939.0
632,D_44,O_19,156113.7,1,7063.0
633,D_46,O_19,111296.2,1,9363.0
634,D_47,O_19,144060.2,1,3446.0
635,D_48,O_19,140813.8,1,2833.0
636,D_50,O_19,68561.4,1,6184.0
