,D_UID,O_UID,DIST,O_POP,D_POP
637,D_51,O_19,121834.5,1,3939.0
638,D_41,O_20,91005.7,1,9682.0
639,D_42,O_20,125352.5,1,7149.0
640,D_52,O_20,26579.9,1,3413.0
641,D_41,O_21,19084.8,1,9682.0
642,D_42,O_21,32221.9,1,7149.0
643,D_52,O_21,103553.5,1,3413.0
644,D_40,O_22,149633.0,1,5590.0
645,D_43,O_22,128046.5,1,7939.0
646,D_44,O_22,175008.4,1,7063.0
647,D_46,O_22,130190.9,1,9363.0
648,D_47,O_22,162954.9,1,3446.0
649,D_48,O_22,159708.5,1,2833.0
650,D_50,O_22,87456.1,1,6184.0
651,D_51,O_22,140729.2,1,3939.0
652,D_40,O_23,69912.4,1,5590.0
653,D_43,O_23,16572.2,1,7939.0
654,D_44,O_23,64301.3,1,7063.0
655,D_46,O_23,43425.5,1,9363.0
656,D_47,O_23,60745.5,1,3446.0
657,D_48,O_23,125844.1,1,2833.0
658,D_50,O_23,53954.1,1,6184.0
659,D_51,O_23,93616.0,1,3939.0
660,D_45,O_24,101906.4,1,5250.0
661,D_49,O_24,216649.7,1,6892.0
662,D_53,O_13,71240.5,1,4253.0
663,D_54,O_13,23244.2,1,6798.0
664,D_55,O_13,91422.8,1,2676.0
665,D_56,O_13,59538.0,1,7462.0
666,D_60,O_13,65645.9,1,2246.0
667,D_61,O_13,58192.1,1,5139.0
668,D_62,O_13,82798.0,1,9648.0
669,D_63,O_13,40096.2,1,2973.0
670,D_64,O_13,25615.4,1,3846.0
671,D_65,O_13,45996.7,1,2841.0
672,D_53,O_14,142977.8,1,4253.0
673,D_54,O_14,98992.2,1,6798.0
674,D_55,O_14,191713.5,1,2676.0
675,D_56,O_14,65707.3,1,7462.0
676,D_60,O_14,51959.1,1,2246.0
677,D_61,O_14,61446.9,1,5139.0
678,D_62,O_14,136501.9,1,9648.0
679,D_63,O_14,81076.9,1,2973.0
680,D_64,O_14,103287.7,1,3846.0
681,D_65,O_14,82994.8,1,2841.0
682,D_53,O_17,95430.8,1,4253.0
683,D_54,O_17,123756.1,1,6798.0
684,D_55,O_17,203713.9,1,2676.0
685,D_56,O_17,101072.4,1,7462.0
686,D_60,O_17,55089.7,1,2246.0
687,D_61,O_17,110168.1,1,5139.0
688,D_62,O_17,88954.9,1,9648.0
689,D_63,O_17,78030.0,1,2973.0
690,D_64,O_17,106968.6,1,3846.0
691,D_65,O_17,74911.6,1,2841.0
692,D_53,O_18,99519.0,1,4253.0
693,D_54,O_18,28696.9,1,6798.0
694,D_55,O_18,126727.8,1,2676.0
695,D_56,O_18,38404.1,1,7462.0
696,D_60,O_18,43582.9,1,2246.0
697,D_61,O_18,66061.3,1,5139.0
698,D_62,O_18,111076.5,1,9648.0
699,D_63,O_18,42627.1,1,2973.0
700,D_64,O_18,53828.1,1,3846.0
701,D_65,O_18,48527.6,1,2841.0
702,D_53,O_19,135590.1,1,4253.0
703,D_54,O_19,92189.6,1,6798.0
704,D_55,O_19,22390.7,1,2676.0
705,D_56,O_19,128483.4,1,7462.0
706,D_60,O_19,130577.7,1,2246.0
707,D_61,O_19,127137.5,1,5139.0
708,D_62,O_19,147147.6,1,9648.0
709,D_63,O_19,105028.0,1,2973.0
710,D_64,O_19,89965.0,1,3846.0
711,D_65,O_19,110928.5,1,2841.0
712,D_57,O_20,40231.0,1,4497.0
713,D_58,O_20,30247.1,1,4524.0
714,D_59,O_20,22616.4,1,3136.0
715,D_57,O_21,117204.6,1,4497.0
716,D_58,O_21,107220.7,1,4524.0
717,D_59,O_21,99590.0,1,3136.0
718,D_53,O_22,154484.8,1,4253.0
719,D_54,O_22,111084.3,1,6798.0
720,D_55,O_22,2891.7,1,2676.0
721,D_56,O_22,147378.1,1,7462.0
722,D_60,O_22,149472.4,1,2246.0
723,D_61,O_22,146032.2,1,5139.0
724,D_62,O_22,166042.3,1,9648.0
725,D_63,O_22,123922.7,1,2973.0
726,D_64,O_22,108859.7,1,3846.0
727,D_65,O_22,129823.2,1,2841.0
728,D_53,O_23,120620.4,1,4253.0
729,D_54,O_23,37139.2,1,6798.0
730,D_55,O_23,141342.6,1,2676.0
731,D_56,O_23,46700.2,1,7462.0
732,D_60,O_23,103883.3,1,2246.0
733,D_61,O_23,35044.0,1,5139.0
734,D_62,O_23,132177.9,1,9648.0
735,D_63,O_23,78325.9,1,2973.0
736,D_64,O_23,74995.3,1,3846.0
737,D_65,O_23,84226.4,1,2841.0
738,D_66,O_13,51336.5,1,8502.0
739,D_66,O_14,133967.2,1,8502.0
740,D_67,O_15,40004.7,1,4750.0
741,D_67,O_16,38330.6,1,4750.0
742,D_66,O_17,112489.6,1,8502.0
743,D_66,O_18,79615.0,1,8502.0
744,D_66,O_19,115686.1,1,8502.0
745,D_66,O_22,134580.8,1,8502.0
746,D_66,O_23,100716.4,1,8502.0
747,D_1,O_25,90829.5,1,9112.0
748,D_2,O_25,43811.4,1,8692.0
749,D_6,O_25,22879.9,1,2645.0
750,D_7,O_25,61288.8,1,3844.0
751,D_10,O_25,65154.6,1,5483.0
752,D_11,O_25,36013.9,1,5681.0
753,D_12,O_25,4552.8,1,8054.0
754,D_13,O_25,103460.5,1,1452.0
755,D_3,O_26,56653.7,1,1015.0
756,D_5,O_26,96627.5,1,2109.0
757,D_1,O_27,23408.5,1,9112.0
758,D_2,O_27,72412.6,1,8692.0
759,D_6,O_27,135154.1,1,2645.0
760,D_7,O_27,173563.0,1,3844.0
761,D_10,O_27,177428.8,1,5483.0
762,D_11,O_27,115083.2,1,5681.0
763,D_12,O_27,117407.3,1,8054.0
764,D_13,O_27,197739.5,1,1452.0
765,D_1,O_28,146038.8,1,9112.0
766,D_2,O_28,99020.7,1,8692.0
767,D_6,O_28,91279.6,1,2645.0
768,D_7,O_28,129688.5,1,3844.0
769,D_10,O_28,133554.3,1,5483.0
770,D_11,O_28,71013.1,1,5681.0
771,D_12,O_28,76902.1,1,8054.0
772,D_13,O_28,110562.3,1,1452.0
773,D_1,O_29,8544.3,1,9112.0
774,D_2,O_29,57548.4,1,8692.0
775,D_6,O_29,120289.9,1,2645.0
776,D_7,O_29,158698.8,1,3844.0
777,D_10,O_29,162564.6,1,5483.0
778,D_11,O_29,100219.0,1,5681.0
779,D_12,O_29,102543.1,1,8054.0
780,D_13,O_29,182875.3,1,1452.0
781,D_1,O_30,18546.4,1,9112.0
782,D_2,O_30,33621.6,1,8692.0
783,D_6,O_30,96363.1,1,2645.0
784,D_7,O_30,134772.0,1,3844.0
785,D_10,O_30,138637.8,1,5483.0
786,D_11,O_30,76292.2,1,5681.0
787,D_12,O_30,78616.3,1,8054.0
788,D_13,O_30,159931.3,1,1452.0
789,D_4,O_31,43145.9,1,5324.0
790,D_8,O_31,45358.9,1,8821.0
791,D_1,O_32,41483.3,1,9112.0
792,D_2,O_32,21520.8,1,8692.0
793,D_6,O_32,84262.3,1,2645.0
794,D_7,O_32,122671.2,1,3844.0
795,D_10,O_32,126537.0,1,5483.0
796,D_11,O_32,64191.4,1,5681.0
797,D_12,O_32,66515.5,1,8054.0
798,D_13,O_32,134016.6,1,1452.0
799,D_1,O_33,66388.9,1,9112.0
800,D_2,O_33,19370.8,1,8692.0
801,D_6,O_33,53900.2,1,2645.0
802,D_7,O_33,92309.1,1,3844.0
803,D_10,O_33,96174.9,1,5483.0
804,D_11,O_33,33829.3,1,5681.0
805,D_12,O_33,36153.4,1,8054.0
806,D_13,O_33,117642.2,1,1452.0
807,D_1,O_34,37169.4,1,9112.0
808,D_2,O_34,17206.9,1,8692.0
809,D_6,O_34,79948.4,1,2645.0
810,D_7,O_34,118357.3,1,3844.0
811,D_10,O_34,122223.1,1,5483.0
812,D_11,O_34,59877.5,1,5681.0
813,D_12,O_34,62201.6,1,8054.0
814,D_13,O_34,138407.2,1,1452.0
815,D_1,O_35,33587.8,1,9112.0
816,D_2,O_35,32480.9,1,8692.0
817,D_6,O_35,95222.4,1,2645.0
818,D_7,O_35,133631.3,1,3844.0
819,D_10,O_35,137497.1,1,5483.0
820,D_11,O_35,75151.5,1,5681.0
821,D_12,O_35,77475.6,1,8054.0
822,D_13,O_35,151778.9,1,1452.0
823,D_1,O_36,66031.8,1,9112.0
824,D_2,O_36,46069.3,1,8692.0
825,D_6,O_36,108810.8,1,2645.0
826,D_7,O_36,147219.7,1,3844.0
827,D_10,O_36,151085.5,1,5483.0
828,D_11,O_36,75365.5,1,5681.0
829,D_12,O_36,91064.0,1,8054.0
830,D_13,O_36,126469.5,1,1452.0
831,D_16,O_25,115396.6,1,3780.0
832,D_17,O_25,119470.4,1,8806.0
833,D_18,O_25,39203.0,1,3667.0
834,D_19,O_25,67356.1,1,2140.0
835,D_21,O_25,53623.6,1,9312.0
836,D_22,O_25,108604.6,1,993.0
837,D_23,O_25,0.0,1,6363.0
838,D_24,O_25,74313.9,1,9398.0
839,D_25,O_25,73401.2,1,4480.0
840,D_26,O_25,98910.4,1,5010.0
841,D_16,O_27,149504.6,1,3780.0
842,D_17,O_27,155239.7,1,8806.0
843,D_18,O_27,144968.7,1,3667.0
844,D_19,O_27,180694.2,1,2140.0
845,D_21,O_27,165897.8,1,9312.0
846,D_22,O_27,110868.6,1,993.0
847,D_23,O_27,113909.4,1,6363.0
848,D_24,O_27,187652.0,1,9398.0
849,D_25,O_27,168836.8,1,4480.0
850,D_26,O_27,14899.0,1,5010.0
851,D_16,O_28,82462.3,1,3780.0
852,D_17,O_28,87753.1,1,8806.0
853,D_18,O_28,88416.2,1,3667.0
854,D_19,O_28,140660.6,1,2140.0
855,D_21,O_28,125927.3,1,9312.0
856,D_22,O_28,106869.7,1,993.0
857,D_23,O_28,73875.8,1,6363.0
858,D_24,O_28,147618.4,1,9398.0
859,D_25,O_28,0.0,1,4480.0
860,D_26,O_28,154119.7,1,5010.0
861,D_16,O_29,134640.4,1,3780.0
862,D_17,O_29,140375.5,1,8806.0
863,D_18,O_29,130104.5,1,3667.0
864,D_19,O_29,165830.0,1,2140.0
865,D_21,O_29,151033.6,1,9312.0
866,D_22,O_29,96004.4,1,993.0
867,D_23,O_29,99045.2,1,6363.0
868,D_24,O_29,172787.8,1,9398.0
869,D_25,O_29,153972.6,1,4480.0
870,D_26,O_29,0.0,1,5010.0
871,D_16,O_30,111696.4,1,3780.0
872,D_17,O_30,117431.5,1,8806.0
873,D_18,O_30,106177.7,1,3667.0
874,D_19,O_30,141903.2,1,2140.0
875,D_21,O_30,127106.8,1,9312.0
876,D_22,O_30,72639.6,1,993.0
877,D_23,O_30,75118.4,1,6363.0
878,D_24,O_30,148861.0,1,9398.0
879,D_25,O_30,130045.8,1,4480.0
880,D_26,O_30,26627.3,1,5010.0
881,D_20,O_31,44011.8,1,485.0
882,D_16,O_32,85781.7,1,3780.0
883,D_17,O_32,91516.8,1,8806.0
884,D_18,O_32,94076.9,1,3667.0
885,D_19,O_32,129802.4,1,2140.0
886,D_21,O_32,115006.0,1,9312.0
887,D_22,O_32,45878.3,1,993.0
888,D_23,O_32,63017.6,1,6363.0
889,D_24,O_32,136760.2,1,9398.0
890,D_25,O_32,117945.0,1,4480.0
891,D_26,O_32,49564.2,1,5010.0
892,D_16,O_33,118616.4,1,3780.0
893,D_17,O_33,124351.5,1,8806.0
894,D_18,O_33,63714.8,1,3667.0
895,D_19,O_33,99440.3,1,2140.0
896,D_21,O_33,84643.9,1,9312.0
897,D_22,O_33,84164.0,1,993.0
898,D_23,O_33,32655.5,1,6363.0
899,D_24,O_33,106398.1,1,9398.0
900,D_25,O_33,87582.9,1,4480.0
901,D_26,O_33,74469.8,1,5010.0
902,D_16,O_34,90172.3,1,3780.0
903,D_17,O_34,95907.4,1,8806.0
904,D_18,O_34,89763.0,1,3667.0
905,D_19,O_34,125488.5,1,2140.0
906,D_21,O_34,110692.1,1,9312.0
907,D_22,O_34,51115.5,1,993.0
908,D_23,O_34,58703.7,1,6363.0
909,D_24,O_34,132446.3,1,9398.0
910,D_25,O_34,113631.1,1,4480.0
911,D_26,O_34,45250.3,1,5010.0
912,D_16,O_35,103544.0,1,3780.0
913,D_17,O_35,109279.1,1,8806.0
914,D_18,O_35,105037.0,1,3667.0
915,D_19,O_35,140762.5,1,2140.0
916,D_21,O_35,125966.1,1,9312.0
917,D_22,O_35,64487.2,1,993.0
918,D_23,O_35,73977.7,1,6363.0
919,D_24,O_35,147720.3,1,9398.0
920,D_25,O_35,128905.1,1,4480.0
921,D_26,O_35,41668.7,1,5010.0
922,D_16,O_36,78234.6,1,3780.0
923,D_17,O_36,83969.7,1,8806.0
924,D_18,O_36,118625.4,1,3667.0
925,D_19,O_36,154350.9,1,2140.0
926,D_21,O_36,139554.5,1,9312.0
927,D_22,O_36,51998.1,1,993.0
928,D_23,O_36,87566.1,1,6363.0
929,D_24,O_36,161308.7,1,9398.0
930,D_25,O_36,99206.7,1,4480.0
931,D_26,O_36,74112.7,1,5010.0
932,D_27,O_25,74979.4,1,1964.0
933,D_29,O_25,62822.8,1,8601.0
934,D_30,O_25,32414.4,1,6552.0
935,D_32,O_25,57489.1,1,7503.0
936,D_33,O_25,74437.0,1,8411.0
937,D_34,O_25,87248.4,1,8317.0
938,D_35,O_25,92258.1,1,4844.0
939,D_36,O_25,101693.3,1,989.0
940,D_37,O_25,95811.5,1,7791.0
941,D_38,O_25,54659.3,1,4578.0
942,D_39,O_25,2056.0,1,306.0
943,D_27,O_27,41505.3,1,1964.0
944,D_29,O_27,65086.8,1,8601.0
945,D_30,O_27,84771.0,1,6552.0
946,D_32,O_27,60315.1,1,7503.0
947,D_33,O_27,56468.7,1,8411.0
948,D_34,O_27,89091.6,1,8317.0
949,D_35,O_27,94101.3,1,4844.0
950,D_36,O_27,103957.3,1,989.0
951,D_37,O_27,97654.7,1,7791.0
952,D_38,O_27,63245.6,1,4578.0
953,D_39,O_27,113357.1,1,306.0
954,D_27,O_28,130188.7,1,1964.0
955,D_29,O_28,118032.1,1,8601.0
956,D_30,O_28,87623.7,1,6552.0
957,D_32,O_28,112698.4,1,7503.0
958,D_33,O_28,129646.3,1,8411.0
959,D_34,O_28,99137.5,1,8317.0
960,D_35,O_28,87508.9,1,4844.0
961,D_36,O_28,107693.3,1,989.0
962,D_37,O_28,90755.5,1,7791.0
963,D_38,O_28,109868.6,1,4578.0
964,D_39,O_28,73323.5,1,306.0
965,D_27,O_29,26641.1,1,1964.0
966,D_29,O_29,50222.6,1,8601.0
967,D_30,O_29,69906.8,1,6552.0
968,D_32,O_29,45450.9,1,7503.0
969,D_33,O_29,41604.5,1,8411.0
970,D_34,O_29,74227.4,1,8317.0
971,D_35,O_29,79237.1,1,4844.0
972,D_36,O_29,89093.1,1,989.0
973,D_37,O_29,82790.5,1,7791.0
974,D_38,O_29,48381.4,1,4578.0
975,D_39,O_29,98492.9,1,306.0
976,D_27,O_30,0.0,1,1964.0
977,D_29,O_30,26857.8,1,8601.0
978,D_30,O_30,45980.0,1,6552.0
979,D_32,O_30,21524.1,1,7503.0
980,D_33,O_30,16682.6,1,8411.0
981,D_34,O_30,51283.4,1,8317.0
982,D_35,O_30,56293.1,1,4844.0
983,D_36,O_30,65728.3,1,989.0
984,D_37,O_30,59846.5,1,7791.0
985,D_38,O_30,24454.6,1,4578.0
986,D_39,O_30,74566.1,1,306.0
987,D_28,O_31,0.0,1,9367.0
988,D_31,O_31,197311.6,1,9381.0
989,D_27,O_32,25633.2,1,1964.0
990,D_29,O_32,0.0,1,8601.0
991,D_30,O_32,33879.2,1,6552.0
992,D_32,O_32,6054.9,1,7503.0
993,D_33,O_32,18729.8,1,8411.0
994,D_34,O_32,25368.7,1,8317.0
995,D_35,O_32,30378.4,1,4844.0
996,D_36,O_32,38967.0,1,989.0
997,D_37,O_32,33931.8,1,7791.0
998,D_38,O_32,12353.8,1,4578.0
999,D_39,O_32,62465.3,1,306.0
1000,D_27,O_33,50538.8,1,1964.0
1001,D_29,O_33,38382.2,1,8601.0
1002,D_30,O_33,0.0,1,6552.0
1003,D_32,O_33,33048.5,1,7503.0
1004,D_33,O_33,49996.4,1,8411.0
1005,D_34,O_33,62807.8,1,8317.0
1006,D_35,O_33,67817.5,1,4844.0
1007,D_36,O_33,77252.7,1,989.0
1008,D_37,O_33,71370.9,1,7791.0
1009,D_38,O_33,30218.7,1,4578.0
1010,D_39,O_33,32103.2,1,306.0
1011,D_27,O_34,21319.3,1,1964.0
1012,D_29,O_34,5333.7,1,8601.0
1013,D_30,O_34,29565.3,1,6552.0
1014,D_32,O_34,0.0,1,7503.0
1015,D_33,O_34,17618.2,1,8411.0
1016,D_34,O_34,29759.3,1,8317.0
1017,D_35,O_34,34769.0,1,4844.0
1018,D_36,O_34,44204.2,1,989.0
1019,D_37,O_34,38322.4,1,7791.0
1020,D_38,O_34,8039.9,1,4578.0
1021,D_39,O_34,58151.4,1,306.0
1022,D_27,O_35,16737.1,1,1964.0
1023,D_29,O_35,18705.4,1,8601.0
1024,D_30,O_35,44839.3,1,6552.0
1025,D_32,O_35,16955.0,1,7503.0
1026,D_33,O_35,0.0,1,8411.0
1027,D_34,O_35,43131.0,1,8317.0
1028,D_35,O_35,48140.7,1,4844.0
1029,D_36,O_35,57575.9,1,989.0
1030,D_37,O_35,51694.1,1,7791.0
1031,D_38,O_35,23313.9,1,4578.0
1032,D_39,O_35,73425.4,1,306.0
1033,D_27,O_36,50181.7,1,1964.0
1034,D_29,O_36,25483.3,1,8601.0
1035,D_30,O_36,58427.7,1,6552.0
1036,D_32,O_36,30603.4,1,7503.0
1037,D_33,O_36,43278.3,1,8411.0
1038,D_34,O_36,0.0,1,8317.0
1039,D_35,O_36,22831.3,1,4844.0
1040,D_36,O_36,47472.8,1,989.0
1041,D_37,O_36,26384.7,1,7791.0
1042,D_38,O_36,36902.3,1,4578.0
1043,D_39,O_36,87013.8,1,306.0
1044,D_40,O_25,63488.5,1,5590.0
1045,D_43,O_25,42258.9,1,7939.0
1046,D_44,O_25,89220.8,1,7063.0
1047,D_46,O_25,44403.3,1,9363.0
1048,D_47,O_25,77167.3,1,3446.0
1049,D_48,O_25,73564.0,1,2833.0
1050,D_50,O_25,2077.3,1,6184.0
1051,D_51,O_25,54584.7,1,3939.0
1052,D_45,O_26,35851.1,1,5250.0
1053,D_49,O_26,151624.3,1,6892.0
1054,D_40,O_27,169254.2,1,5590.0
1055,D_43,O_27,154533.1,1,7939.0
1056,D_44,O_27,201495.0,1,7063.0
1057,D_46,O_27,156677.5,1,9363.0
1058,D_47,O_27,189441.5,1,3446.0
1059,D_48,O_27,75828.0,1,2833.0
1060,D_50,O_27,115493.3,1,6184.0
1061,D_51,O_27,150020.3,1,3939.0
1062,D_40,O_28,99975.2,1,5590.0
1063,D_43,O_28,110658.6,1,7939.0
1064,D_44,O_28,143270.9,1,7063.0
1065,D_46,O_28,112803.0,1,9363.0
1066,D_47,O_28,145567.0,1,3446.0
1067,D_48,O_28,128773.3,1,2833.0
1068,D_50,O_28,75397.9,1,6184.0
1069,D_51,O_28,77963.4,1,3939.0
1070,D_40,O_29,154390.0,1,5590.0
1071,D_43,O_29,139668.9,1,7939.0
1072,D_44,O_29,186630.8,1,7063.0
1073,D_46,O_29,141813.3,1,9363.0
1074,D_47,O_29,174577.3,1,3446.0
1075,D_48,O_29,60963.8,1,2833.0
1076,D_50,O_29,100629.1,1,6184.0
1077,D_51,O_29,135156.1,1,3939.0
1078,D_40,O_30,130463.2,1,5590.0
1079,D_43,O_30,115742.1,1,7939.0
1080,D_44,O_30,162704.0,1,7063.0
1081,D_46,O_30,117886.5,1,9363.0
1082,D_47,O_30,150650.5,1,3446.0
1083,D_48,O_30,37599.0,1,2833.0
1084,D_50,O_30,76702.3,1,6184.0
1085,D_51,O_30,111229.3,1,3939.0
1086,D_41,O_31,133403.3,1,9682.0
1087,D_42,O_31,167750.1,1,7149.0
1088,D_52,O_31,18050.5,1,3413.0
1089,D_40,O_32,118362.4,1,5590.0
1090,D_43,O_32,103641.3,1,7939.0
1091,D_44,O_32,150603.2,1,7063.0
1092,D_46,O_32,105785.7,1,9363.0
1093,D_47,O_32,138549.7,1,3446.0
1094,D_48,O_32,10837.7,1,2833.0
1095,D_50,O_32,64601.5,1,6184.0
1096,D_51,O_32,99128.5,1,3939.0
1097,D_40,O_33,88000.3,1,5590.0
1098,D_43,O_33,73279.2,1,7939.0
1099,D_44,O_33,120241.1,1,7063.0
1100,D_46,O_33,75423.6,1,9363.0
1101,D_47,O_33,108187.6,1,3446.0
1102,D_48,O_33,49123.4,1,2833.0
1103,D_50,O_33,34239.4,1,6184.0
1104,D_51,O_33,68766.4,1,3939.0
1105,D_40,O_34,114048.5,1,5590.0
1106,D_43,O_34,99327.4,1,7939.0
1107,D_44,O_34,146289.3,1,7063.0
1108,D_46,O_34,101471.8,1,9363.0
1109,D_47,O_34,134235.8,1,3446.0
1110,D_48,O_34,16074.9,1,2833.0
1111,D_50,O_34,60287.6,1,6184.0
1112,D_51,O_34,94814.6,1,3939.0
1113,D_40,O_35,129322.5,1,5590.0
1114,D_43,O_35,114601.4,1,7939.0
1115,D_44,O_35,161563.3,1,7063.0
1116,D_46,O_35,116745.8,1,9363.0
1117,D_47,O_35,149509.8,1,3446.0
1118,D_48,O_35,29446.6,1,2833.0
1119,D_50,O_35,75561.6,1,6184.0
1120,D_51,O_35,110088.6,1,3939.0
1121,D_40,O_36,142910.9,1,5590.0
1122,D_43,O_36,128189.8,1,7939.0
1123,D_44,O_36,159178.1,1,7063.0
1124,D_46,O_36,130334.2,1,9363.0
1125,D_47,O_36,163098.2,1,3446.0
1126,D_48,O_36,35962.7,1,2833.0
1127,D_50,O_36,89150.0,1,6184.0
1128,D_51,O_36,123677.0,1,3939.0
1129,D_53,O_25,68340.3,1,4253.0
1130,D_54,O_25,25296.7,1,6798.0
1131,D_55,O_25,88087.4,1,2676.0
1132,D_56,O_25,61590.5,1,7462.0
1133,D_60,O_25,63327.9,1,2246.0
1134,D_61,O_25,60244.6,1,5139.0
1135,D_62,O_25,79897.8,1,9648.0
1136,D_63,O_25,37778.2,1,2973.0
1137,D_64,O_25,22715.2,1,3846.0
1138,D_65,O_25,43678.7,1,2841.0
1139,D_53,O_27,66693.5,1,4253.0
1140,D_54,O_27,137570.9,1,6798.0
1141,D_55,O_27,201425.5,1,2676.0
1142,D_56,O_27,173864.7,1,7462.0
1143,D_60,O_27,158763.5,1,2246.0
1144,D_61,O_27,172518.8,1,5139.0
1145,D_62,O_27,82161.8,1,9648.0
1146,D_63,O_27,133213.8,1,2973.0
1147,D_64,O_27,111333.7,1,3846.0
1148,D_65,O_27,139114.3,1,2841.0
1149,D_53,O_28,123549.6,1,4253.0
1150,D_54,O_28,93696.4,1,6798.0
1151,D_55,O_28,161391.9,1,2676.0
1152,D_56,O_28,129990.2,1,7462.0
1153,D_60,O_28,77083.3,1,2246.0
1154,D_61,O_28,128644.3,1,5139.0
1155,D_62,O_28,117794.5,1,9648.0
1156,D_63,O_28,46117.7,1,2973.0
1157,D_64,O_28,53901.5,1,3846.0
1158,D_65,O_28,40717.7,1,2841.0
1159,D_53,O_29,51829.3,1,4253.0
1160,D_54,O_29,122706.7,1,6798.0
1161,D_55,O_29,186561.3,1,2676.0
1162,D_56,O_29,159000.5,1,7462.0
1163,D_60,O_29,143899.3,1,2246.0
1164,D_61,O_29,157654.6,1,5139.0
1165,D_62,O_29,67297.6,1,9648.0
1166,D_63,O_29,118349.6,1,2973.0
1167,D_64,O_29,96469.5,1,3846.0
1168,D_65,O_29,124250.1,1,2841.0
1169,D_53,O_30,32375.3,1,4253.0
1170,D_54,O_30,98779.9,1,6798.0
1171,D_55,O_30,162634.5,1,2676.0
1172,D_56,O_30,135073.7,1,7462.0
1173,D_60,O_30,119972.5,1,2246.0
1174,D_61,O_30,133727.8,1,5139.0
1175,D_62,O_30,43932.8,1,9648.0
1176,D_63,O_30,94422.8,1,2973.0
1177,D_64,O_30,72542.7,1,3846.0
1178,D_65,O_30,100323.3,1,2841.0
1179,D_57,O_31,4730.1,1,4497.0
1180,D_58,O_31,14849.1,1,4524.0
1181,D_59,O_31,42492.7,1,3136.0
1182,D_53,O_32,7727.3,1,4253.0
1183,D_54,O_32,86679.1,1,6798.0
1184,D_55,O_32,150533.7,1,2676.0
1185,D_56,O_32,122972.9,1,7462.0
1186,D_60,O_32,107871.7,1,2246.0
1187,D_61,O_32,121627.0,1,5139.0
1188,D_62,O_32,17171.5,1,9648.0
1189,D_63,O_32,82322.0,1,2973.0
1190,D_64,O_32,60441.9,1,3846.0
1191,D_65,O_32,88222.5,1,2841.0
1192,D_53,O_33,43899.7,1,4253.0
1193,D_54,O_33,56317.0,1,6798.0
1194,D_55,O_33,120171.6,1,2676.0
1195,D_56,O_33,92610.8,1,7462.0
1196,D_60,O_33,77509.6,1,2246.0
1197,D_61,O_33,91264.9,1,5139.0
1198,D_62,O_33,55457.2,1,9648.0
1199,D_63,O_33,51959.9,1,2973.0
1200,D_64,O_33,30079.8,1,3846.0
1201,D_65,O_33,57860.4,1,2841.0
1202,D_53,O_34,10851.2,1,4253.0
1203,D_54,O_34,82365.2,1,6798.0
1204,D_55,O_34,146219.8,1,2676.0
1205,D_56,O_34,118659.0,1,7462.0
1206,D_60,O_34,103557.8,1,2246.0
1207,D_61,O_34,117313.1,1,5139.0
1208,D_62,O_34,22408.7,1,9648.0
1209,D_63,O_34,78008.1,1,2973.0
1210,D_64,O_34,56128.0,1,3846.0
1211,D_65,O_34,83908.6,1,2841.0
1212,D_53,O_35,23784.0,1,4253.0
1213,D_54,O_35,97639.2,1,6798.0
1214,D_55,O_35,161493.8,1,2676.0
1215,D_56,O_35,133933.0,1,7462.0
1216,D_60,O_35,118831.8,1,2246.0
1217,D_61,O_35,132587.1,1,5139.0
1218,D_62,O_35,35780.4,1,9648.0
1219,D_63,O_35,93282.1,1,2973.0
1220,D_64,O_35,71402.0,1,3846.0
1221,D_65,O_35,99182.6,1,2841.0
1222,D_53,O_36,32275.8,1,4253.0
1223,D_54,O_36,111227.6,1,6798.0
1224,D_55,O_36,175082.2,1,2676.0
1225,D_56,O_36,147521.4,1,7462.0
1226,D_60,O_36,131290.0,1,2246.0
1227,D_61,O_36,146175.5,1,5139.0
1228,D_62,O_36,42296.5,1,9648.0
1229,D_63,O_36,106870.5,1,2973.0
1230,D_64,O_36,84990.4,1,3846.0
1231,D_65,O_36,112771.0,1,2841.0
1232,D_66,O_25,48436.3,1,8502.0
1233,D_66,O_27,72424.7,1,8502.0
1234,D_66,O_28,103645.6,1,8502.0
1235,D_66,O_29,57525.7,1,8502.0
1236,D_66,O_30,36886.9,1,8502.0
1237,D_66,O_32,24786.1,1,8502.0
1238,D_66,O_33,23995.7,1,8502.0
1239,D_66,O_34,20472.2,1,8502.0
1240,D_66,O_35,35746.2,1,8502.0
1241,D_66,O_36,49334.6,1,8502.0
1242,D_1,O_37,80275.5,1,9112.0
1243,D_2,O_37,60313.0,1,8692.0
1244,D_6,O_37,123054.5,1,2645.0
1245,D_7,O_37,161463.4,1,3844.0
1246,D_10,O_37,165329.2,1,5483.0
1247,D_11,O_37,102983.6,1,5681.0
1248,D_12,O_37,105307.7,1,8054.0
1249,D_13,O_37,124310.7,1,1452.0
1250,D_1,O_38,74589.9,1,9112.0
1251,D_2,O_38,54627.4,1,8692.0
1252,D_6,O_38,117368.9,1,2645.0
1253,D_7,O_38,155777.8,1,3844.0
1254,D_10,O_38,159643.6,1,5483.0
1255,D_11,O_38,97298.0,1,5681.0
1256,D_12,O_38,99622.1,1,8054.0
1257,D_13,O_38,107336.0,1,1452.0
1258,D_1,O_39,89611.2,1,9112.0
1259,D_2,O_39,42593.1,1,8692.0
1260,D_6,O_39,23233.8,1,2645.0
1261,D_7,O_39,61642.7,1,3844.0
