,node_ID,x,y,geometry
137,143,-15.9519084,18.0571637,POINT (-15.9519084 18.0571637)
138,144,-15.9904533,18.0574491,POINT (-15.9904533 18.0574491)
139,145,-15.9365426,18.0616571,POINT (-15.9365426 18.0616571)
140,146,-15.9619206,18.068892,POINT (-15.9619206 18.068892)
141,147,-15.925069,18.0650112,POINT (-15.925069 18.0650112)
142,148,-15.9631699,18.0583221,POINT (-15.9631699 18.0583221)
143,149,-15.8952054,18.0483786,POINT (-15.8952054 18.0483786)
144,150,-15.9341446,18.0582815,POINT (-15.9341446 18.0582815)
145,151,-15.9615648,18.0251244,POINT (-15.9615648 18.0251244)
146,152,-15.9664846,17.98649,POINT (-15.9664846 17.98649)
147,153,-15.9886225,18.1126304,POINT (-15.9886225 18.1126304)
148,154,-15.9411739,18.0363917,POINT (-15.9411739 18.0363917)
149,155,-15.9358377,18.0346313,POINT (-15.9358377 18.0346313)
150,156,-15.9327307,18.1325382,POINT (-15.9327307 18.1325382)
151,157,-15.9461936,18.0656233,POINT (-15.9461936 18.0656233)
152,158,-15.9592475,18.0177783,POINT (-15.9592475 18.0177783)
153,159,-15.9210453,18.1113258,POINT (-15.9210453 18.1113258)
154,160,-15.9176338,18.1099837,POINT (-15.9176338 18.1099837)
155,162,-15.9765778,18.0031916,POINT (-15.9765778 18.0031916)
156,163,-15.9230939,18.0967164,POINT (-15.9230939 18.0967164)
157,164,-15.8889949,18.0391381,POINT (-15.8889949 18.0391381)
158,165,-15.9225675,18.1072333,POINT (-15.9225675 18.1072333)
159,166,-15.9893346,18.1188093,POINT (-15.9893346 18.1188093)
160,167,-15.9908252,18.1307818,POINT (-15.9908252 18.1307818)
161,168,-15.9324978,18.113935,POINT (-15.9324978 18.113935)
162,169,-15.9658989,18.1098319,POINT (-15.9658989 18.1098319)
163,170,-15.941018,18.0527507,POINT (-15.941018 18.0527507)
164,171,-15.9268024,18.1360681,POINT (-15.9268024 18.1360681)
165,172,-15.912292,18.1105707,POINT (-15.912292 18.1105707)
166,173,-15.9723462,18.0543427,POINT (-15.9723462 18.0543427)
167,174,-15.9651373,18.0424878,POINT (-15.9651373 18.0424878)
168,175,-15.9531489,18.0376824,POINT (-15.9531489 18.0376824)
169,176,-15.9374712,18.1392949,POINT (-15.9374712 18.1392949)
170,177,-15.9315316,18.0672875,POINT (-15.9315316 18.0672875)
171,178,-15.9154049,18.1122087,POINT (-15.9154049 18.1122087)
172,179,-15.9256993,18.0227594,POINT (-15.9256993 18.0227594)
173,180,-15.9105231,18.1308097,POINT (-15.9105231 18.1308097)
174,181,-15.9381998,18.1460689,POINT (-15.9381998 18.1460689)
175,182,-15.9682239,18.0301237,POINT (-15.9682239 18.0301237)
176,183,-15.9060911,18.1371392,POINT (-15.9060911 18.1371392)
177,184,-15.9211077,18.124809,POINT (-15.9211077 18.124809)
178,186,-15.9638136,18.1201349,POINT (-15.9638136 18.1201349)
179,187,-15.9215675,18.0734844,POINT (-15.9215675 18.0734844)
180,188,-15.9266742,18.0643763,POINT (-15.9266742 18.0643763)
181,189,-15.9319071,18.1377993,POINT (-15.9319071 18.1377993)
182,191,-15.9734423,18.0013524,POINT (-15.9734423 18.0013524)
183,192,-15.974198,18.0066843,POINT (-15.974198 18.0066843)
184,193,-15.8854175,18.0449346,POINT (-15.8854175 18.0449346)
185,194,-15.9734645,18.0607581,POINT (-15.9734645 18.0607581)
186,195,-15.9727187,18.006072,POINT (-15.9727187 18.006072)
187,196,-15.9239716,18.0373347,POINT (-15.9239716 18.0373347)
188,197,-15.9336112,18.0494307,POINT (-15.9336112 18.0494307)
189,198,-15.90341,18.0696435,POINT (-15.90341 18.0696435)
190,199,-15.8301207,18.0601387,POINT (-15.8301207 18.0601387)
191,200,-15.9543972,18.0734161,POINT (-15.9543972 18.0734161)
192,201,-15.9462569,18.0712363,POINT (-15.9462569 18.0712363)
193,202,-15.9573506,18.1119888,POINT (-15.9573506 18.1119888)
194,203,-15.9293971,18.1299614,POINT (-15.9293971 18.1299614)
195,205,-15.9274527,18.0417,POINT (-15.9274527 18.0417)
196,206,-15.9449856,18.0865346,POINT (-15.9449856 18.0865346)
197,207,-15.9390056,18.1191535,POINT (-15.9390056 18.1191535)
198,208,-15.8935833,18.0434351,POINT (-15.8935833 18.0434351)
199,209,-15.9406646,18.0717217,POINT (-15.9406646 18.0717217)
200,210,-15.9729699,17.9938242,POINT (-15.9729699 17.9938242)
201,211,-15.9699042,17.9980908,POINT (-15.9699042 17.9980908)
202,212,-15.9662412,17.9927738,POINT (-15.9662412 17.9927738)
203,213,-15.9688471,17.9894371,POINT (-15.9688471 17.9894371)
204,214,-15.9351271,18.0545065,POINT (-15.9351271 18.0545065)
205,215,-15.9157909,18.1402497,POINT (-15.9157909 18.1402497)
206,216,-15.9877628,18.0594754,POINT (-15.9877628 18.0594754)
207,217,-15.9596012,18.0474767,POINT (-15.9596012 18.0474767)
208,218,-15.9156764,18.1118172,POINT (-15.9156764 18.1118172)
209,219,-15.9190289,18.1242103,POINT (-15.9190289 18.1242103)
210,220,-15.9660842,18.0223938,POINT (-15.9660842 18.0223938)
211,221,-15.9982389,18.0690081,POINT (-15.9982389 18.0690081)
212,222,-16.0134416,18.0999044,POINT (-16.0134416 18.0999044)
213,223,-16.022172,18.0386097,POINT (-16.022172 18.0386097)
214,224,-15.9351318,18.1477388,POINT (-15.9351318 18.1477388)
215,225,-15.9384105,18.0466492,POINT (-15.9384105 18.0466492)
216,226,-15.983206,18.0284224,POINT (-15.983206 18.0284224)
217,227,-15.9143309,18.0703839,POINT (-15.9143309 18.0703839)
218,228,-15.9365941,18.024181,POINT (-15.9365941 18.024181)
219,229,-15.9284511,18.0252782,POINT (-15.9284511 18.0252782)
220,230,-15.9231731,18.1029493,POINT (-15.9231731 18.1029493)
221,231,-15.9556112,18.0158852,POINT (-15.9556112 18.0158852)
222,232,-15.9824697,18.0829318,POINT (-15.9824697 18.0829318)
223,233,-15.9030707,18.0662419,POINT (-15.9030707 18.0662419)
224,234,-15.9266119,18.1298736,POINT (-15.9266119 18.1298736)
225,235,-15.9501513,18.0030829,POINT (-15.9501513 18.0030829)
226,236,-15.9613473,18.0093806,POINT (-15.9613473 18.0093806)
227,237,-15.8953312,18.0765575,POINT (-15.8953312 18.0765575)
228,238,-15.9421056,18.0657842,POINT (-15.9421056 18.0657842)
229,239,-15.9269249,18.1258726,POINT (-15.9269249 18.1258726)
230,240,-15.9596559,18.0757581,POINT (-15.9596559 18.0757581)
231,241,-15.9363493,18.0862568,POINT (-15.9363493 18.0862568)
232,242,-15.9878647,18.1309074,POINT (-15.9878647 18.1309074)
233,244,-15.9359187,18.0891251,POINT (-15.9359187 18.0891251)
234,245,-15.9602818,18.0731073,POINT (-15.9602818 18.0731073)
235,246,-15.9348422,18.0402382,POINT (-15.9348422 18.0402382)
236,247,-15.9269612,18.0652708,POINT (-15.9269612 18.0652708)
237,248,-15.9451007,18.1181634,POINT (-15.9451007 18.1181634)
238,249,-15.9311234,18.1044412,POINT (-15.9311234 18.1044412)
239,250,-15.9573825,18.0149897,POINT (-15.9573825 18.0149897)
240,251,-15.9351681,18.0532199,POINT (-15.9351681 18.0532199)
241,252,-15.9969941,18.0781709,POINT (-15.9969941 18.0781709)
242,253,-15.9609079,18.0958021,POINT (-15.9609079 18.0958021)
243,254,-15.8982414,18.0647909,POINT (-15.8982414 18.0647909)
244,255,-15.9755639,18.1000811,POINT (-15.9755639 18.1000811)
245,256,-15.9985673,18.0581827,POINT (-15.9985673 18.0581827)
246,257,-15.9350513,18.0602081,POINT (-15.9350513 18.0602081)
247,258,-15.9384477,18.0466687,POINT (-15.9384477 18.0466687)
248,259,-15.9613329,18.0350126,POINT (-15.9613329 18.0350126)
249,260,-15.9888089,18.0673205,POINT (-15.9888089 18.0673205)
250,261,-15.974478,18.0550908,POINT (-15.974478 18.0550908)
251,262,-15.9754795,18.0950916,POINT (-15.9754795 18.0950916)
252,263,-15.9610641,18.1158777,POINT (-15.9610641 18.1158777)
253,264,-15.9168693,18.0340073,POINT (-15.9168693 18.0340073)
254,265,-15.9545685,18.0385095,POINT (-15.9545685 18.0385095)
255,266,-15.9621304,18.0724602,POINT (-15.9621304 18.0724602)
256,267,-15.9886825,18.0111046,POINT (-15.9886825 18.0111046)
257,268,-15.9727855,18.1070075,POINT (-15.9727855 18.1070075)
258,269,-15.9638181,18.0822354,POINT (-15.9638181 18.0822354)
259,270,-15.9302593,18.0975125,POINT (-15.9302593 18.0975125)
260,271,-15.940492,18.0375548,POINT (-15.940492 18.0375548)
261,272,-15.9328393,18.1373839,POINT (-15.9328393 18.1373839)
262,273,-15.9334642,18.0789027,POINT (-15.9334642 18.0789027)
263,274,-16.0008036,18.0725907,POINT (-16.0008036 18.0725907)
264,275,-16.0002954,18.0571267,POINT (-16.0002954 18.0571267)
265,276,-15.982558,18.0297146,POINT (-15.982558 18.0297146)
266,277,-15.974418,18.0256773,POINT (-15.974418 18.0256773)
267,278,-15.9315371,18.052736,POINT (-15.9315371 18.052736)
268,279,-15.9266194,18.094379,POINT (-15.9266194 18.094379)
269,280,-15.915247,18.0386584,POINT (-15.915247 18.0386584)
270,281,-15.9560709,18.0699164,POINT (-15.9560709 18.0699164)
271,282,-15.962995,18.1068953,POINT (-15.962995 18.1068953)
272,283,-15.9736516,18.0214901,POINT (-15.9736516 18.0214901)
273,284,-15.9487363,18.0392202,POINT (-15.9487363 18.0392202)
274,285,-15.9596494,18.0496361,POINT (-15.9596494 18.0496361)
275,286,-15.9988234,18.0666051,POINT (-15.9988234 18.0666051)
276,287,-15.9498054,18.0379375,POINT (-15.9498054 18.0379375)
277,288,-15.9588209,18.3109713,POINT (-15.9588209 18.3109713)
278,289,-15.8852917,18.0623926,POINT (-15.8852917 18.0623926)
279,290,-15.9504371,18.0667265,POINT (-15.9504371 18.0667265)
280,291,-15.9959314,18.0723658,POINT (-15.9959314 18.0723658)
281,292,-15.9270188,18.0665316,POINT (-15.9270188 18.0665316)
282,293,-15.9689069,17.9851923,POINT (-15.9689069 17.9851923)
283,294,-15.92794,18.0612644,POINT (-15.92794 18.0612644)
284,295,-15.9536687,18.0650186,POINT (-15.9536687 18.0650186)
285,296,-15.9304781,18.1053635,POINT (-15.9304781 18.1053635)
286,297,-15.9545517,18.0079654,POINT (-15.9545517 18.0079654)
287,298,-15.9284505,18.1072381,POINT (-15.9284505 18.1072381)
288,299,-15.9315155,18.1390093,POINT (-15.9315155 18.1390093)
289,300,-15.8722508,18.0329692,POINT (-15.8722508 18.0329692)
290,301,-15.8939558,18.0381698,POINT (-15.8939558 18.0381698)
291,302,-15.9548449,18.0150095,POINT (-15.9548449 18.0150095)
292,303,-15.9153328,18.1245171,POINT (-15.9153328 18.1245171)
293,304,-15.9638946,18.0465857,POINT (-15.9638946 18.0465857)
294,305,-15.93119,18.0931867,POINT (-15.93119 18.0931867)
295,306,-15.9754922,18.0090913,POINT (-15.9754922 18.0090913)
296,307,-15.8538643,18.0575896,POINT (-15.8538643 18.0575896)
297,308,-15.9458748,18.1218875,POINT (-15.9458748 18.1218875)
298,309,-15.9498813,18.1153049,POINT (-15.9498813 18.1153049)
299,310,-15.9528315,18.0690425,POINT (-15.9528315 18.0690425)
300,311,-15.9189937,18.1372823,POINT (-15.9189937 18.1372823)
301,312,-15.9317175,18.1188742,POINT (-15.9317175 18.1188742)
302,313,-15.949473,18.0631207,POINT (-15.949473 18.0631207)
303,314,-15.9314078,18.1524798,POINT (-15.9314078 18.1524798)
304,315,-15.9732957,18.0313967,POINT (-15.9732957 18.0313967)
305,316,-15.923416,18.1422197,POINT (-15.923416 18.1422197)
306,317,-15.8848099,18.0489683,POINT (-15.8848099 18.0489683)
307,318,-15.9650131,18.0682708,POINT (-15.9650131 18.0682708)
308,319,-15.9320855,18.0125216,POINT (-15.9320855 18.0125216)
309,320,-15.9698215,18.0875456,POINT (-15.9698215 18.0875456)
310,321,-15.9767926,18.0102603,POINT (-15.9767926 18.0102603)
311,322,-15.9277668,18.1081402,POINT (-15.9277668 18.1081402)
312,323,-15.8870578,18.0674822,POINT (-15.8870578 18.0674822)
313,324,-15.9920523,18.3174302,POINT (-15.9920523 18.3174302)
314,325,-15.9708907,17.9921518,POINT (-15.9708907 17.9921518)
315,326,-15.9536237,17.9972439,POINT (-15.9536237 17.9972439)
316,327,-15.9343207,18.094221,POINT (-15.9343207 18.094221)
317,328,-15.9766953,18.0047088,POINT (-15.9766953 18.0047088)
318,329,-15.9266515,18.130256,POINT (-15.9266515 18.130256)
319,330,-15.8941748,18.052009,POINT (-15.8941748 18.052009)
320,331,-15.9166802,18.0829268,POINT (-15.9166802 18.0829268)
321,332,-15.9534107,18.0116365,POINT (-15.9534107 18.0116365)
322,333,-15.921869,18.1156521,POINT (-15.921869 18.1156521)
323,334,-15.9862916,18.0769769,POINT (-15.9862916 18.0769769)
324,335,-15.9303596,18.0472112,POINT (-15.9303596 18.0472112)
325,336,-15.9504452,18.0643792,POINT (-15.9504452 18.0643792)
326,337,-15.9786755,18.0587193,POINT (-15.9786755 18.0587193)
327,338,-16.0005933,18.0755957,POINT (-16.0005933 18.0755957)
328,339,-16.0029619,18.058387,POINT (-16.0029619 18.058387)
329,340,-16.0053517,18.0859673,POINT (-16.0053517 18.0859673)
330,341,-15.9408027,18.1382702,POINT (-15.9408027 18.1382702)
331,342,-15.9820356,18.0126442,POINT (-15.9820356 18.0126442)
332,343,-15.892134,18.06704,POINT (-15.892134 18.06704)
333,344,-15.9607939,18.0504288,POINT (-15.9607939 18.0504288)
334,345,-15.9611637,18.0721992,POINT (-15.9611637 18.0721992)
335,346,-15.8898266,18.0460273,POINT (-15.8898266 18.0460273)
336,347,-15.9366697,18.1458427,POINT (-15.9366697 18.1458427)
337,348,-15.965653,18.0521098,POINT (-15.965653 18.0521098)
338,349,-15.9354877,18.1207057,POINT (-15.9354877 18.1207057)
339,350,-15.9127966,18.0850493,POINT (-15.9127966 18.0850493)
340,351,-15.962629,18.0719676,POINT (-15.962629 18.0719676)
341,352,-15.9230862,18.0597796,POINT (-15.9230862 18.0597796)
342,353,-15.921357,18.0663086,POINT (-15.921357 18.0663086)
343,354,-15.9423061,18.1358996,POINT (-15.9423061 18.1358996)
344,355,-15.9217382,18.1375998,POINT (-15.9217382 18.1375998)
345,356,-15.9505646,18.0090418,POINT (-15.9505646 18.0090418)
346,357,-15.9592734,18.0276656,POINT (-15.9592734 18.0276656)
347,358,-15.9680904,18.059932,POINT (-15.9680904 18.059932)
348,359,-15.9550739,18.0515037,POINT (-15.9550739 18.0515037)
349,360,-15.8955964,18.0499787,POINT (-15.8955964 18.0499787)
350,361,-15.9461971,18.1205761,POINT (-15.9461971 18.1205761)
351,362,-15.9739264,17.9962958,POINT (-15.9739264 17.9962958)
352,363,-15.9503165,18.0074169,POINT (-15.9503165 18.0074169)
353,364,-15.9807671,18.0595332,POINT (-15.9807671 18.0595332)
354,365,-15.9357843,18.0632492,POINT (-15.9357843 18.0632492)
355,366,-15.9334688,18.0605347,POINT (-15.9334688 18.0605347)
356,367,-15.9989285,18.0710129,POINT (-15.9989285 18.0710129)
357,368,-15.9368676,18.0286343,POINT (-15.9368676 18.0286343)
358,369,-15.9865655,18.0602338,POINT (-15.9865655 18.0602338)
359,370,-15.9350839,18.0347176,POINT (-15.9350839 18.0347176)
360,371,-15.9499687,18.067382,POINT (-15.9499687 18.067382)
361,372,-15.9387218,18.1199298,POINT (-15.9387218 18.1199298)
362,373,-15.9782007,18.0587116,POINT (-15.9782007 18.0587116)
363,374,-15.9806308,18.0687408,POINT (-15.9806308 18.0687408)
364,375,-15.9155659,18.0645314,POINT (-15.9155659 18.0645314)
365,376,-15.9568584,18.0476107,POINT (-15.9568584 18.0476107)
366,377,-15.972135,18.0006197,POINT (-15.972135 18.0006197)
367,378,-15.9166908,18.0664244,POINT (-15.9166908 18.0664244)
368,379,-15.9217764,18.1066679,POINT (-15.9217764 18.1066679)
369,380,-15.9649469,18.0732176,POINT (-15.9649469 18.0732176)
370,381,-15.9216286,18.1112809,POINT (-15.9216286 18.1112809)
371,382,-15.9754667,18.1103039,POINT (-15.9754667 18.1103039)
372,383,-15.9075599,18.0786219,POINT (-15.9075599 18.0786219)
373,384,-15.9725835,18.1080761,POINT (-15.9725835 18.1080761)
374,385,-15.9760614,18.0744584,POINT (-15.9760614 18.0744584)
375,386,-15.9325806,18.11472,POINT (-15.9325806 18.11472)
376,387,-15.9394677,18.0487001,POINT (-15.9394677 18.0487001)
377,388,-15.9437833,18.0922045,POINT (-15.9437833 18.0922045)
378,389,-15.9622346,18.3096153,POINT (-15.9622346 18.3096153)
379,390,-15.9355331,18.1453474,POINT (-15.9355331 18.1453474)
380,391,-15.8955524,18.0594367,POINT (-15.8955524 18.0594367)
381,392,-15.9803939,18.0009556,POINT (-15.9803939 18.0009556)
382,393,-15.9659121,18.0441204,POINT (-15.9659121 18.0441204)
383,394,-15.9734861,18.0585236,POINT (-15.9734861 18.0585236)
384,395,-15.9556119,18.1224394,POINT (-15.9556119 18.1224394)
385,396,-15.9491389,18.0682664,POINT (-15.9491389 18.0682664)
386,397,-15.9431123,18.1244442,POINT (-15.9431123 18.1244442)
387,398,-15.9527267,18.0693947,POINT (-15.9527267 18.0693947)
388,399,-15.9201857,18.1443447,POINT (-15.9201857 18.1443447)
389,400,-15.9167348,18.0362749,POINT (-15.9167348 18.0362749)
390,401,-15.9504875,18.0767902,POINT (-15.9504875 18.0767902)
391,402,-15.9321248,18.1206078,POINT (-15.9321248 18.1206078)
392,403,-15.9139984,18.1130796,POINT (-15.9139984 18.1130796)
393,404,-15.9306861,18.0473813,POINT (-15.9306861 18.0473813)
394,405,-15.9220867,18.1132685,POINT (-15.9220867 18.1132685)
395,406,-15.9452967,18.0623652,POINT (-15.9452967 18.0623652)
396,407,-15.9647413,18.04818,POINT (-15.9647413 18.04818)
397,408,-15.9612451,18.0779856,POINT (-15.9612451 18.0779856)
398,409,-15.9246674,18.116538,POINT (-15.9246674 18.116538)
399,410,-15.9717956,18.0509946,POINT (-15.9717956 18.0509946)
400,411,-15.8937731,18.0512225,POINT (-15.8937731 18.0512225)
401,412,-15.9615686,18.0655527,POINT (-15.9615686 18.0655527)
402,413,-15.9467343,18.0740769,POINT (-15.9467343 18.0740769)
