O_1,D_1,0.0
O_1,D_2,49473.3
O_1,D_6,112214.8
O_1,D_7,150623.7
O_1,D_10,154489.5
O_1,D_11,92143.9
O_1,D_12,94468.0
O_1,D_13,174800.2
O_2,D_1,49578.9
O_2,D_2,0.0
O_2,D_6,65295.5
O_2,D_7,103704.4
O_2,D_10,107570.2
O_2,D_11,45224.6
O_2,D_12,47548.7
O_2,D_13,129037.5
O_3,D_3,185077.6
O_3,D_5,38195.1
O_4,D_4,44250.2
O_4,D_8,37924.8
O_5,D_4,0.0
O_5,D_8,11061.0
O_6,D_1,104566.5
O_6,D_2,57548.4
O_6,D_6,7308.7
O_6,D_7,45717.6
O_6,D_10,49583.4
O_6,D_11,49750.9
O_6,D_12,13565.7
O_6,D_13,103501.8
O_7,D_1,111878.7
O_7,D_2,64860.6
O_7,D_6,0.0
O_7,D_7,38605.6
O_7,D_10,42471.4
O_7,D_11,57063.1
O_7,D_12,20877.9
O_7,D_13,96389.8
O_8,D_1,150114.4
O_8,D_2,103096.3
O_8,D_6,38439.4
O_8,D_7,0.0
O_8,D_10,14536.5
O_8,D_11,95298.8
O_8,D_12,59113.6
O_8,D_13,59667.1
O_9,D_4,11799.9
O_9,D_8,0.0
O_10,D_9,0.0
O_11,D_1,154122.5
O_11,D_2,107104.4
O_11,D_6,42447.5
O_11,D_7,14622.9
O_11,D_10,0.0
O_11,D_11,99306.9
O_11,D_12,63121.7
O_11,D_13,70675.5
O_12,D_1,92436.5
O_12,D_2,45418.4
O_12,D_6,57662.7
O_12,D_7,96071.6
O_12,D_10,99937.4
O_12,D_11,0.0
O_12,D_12,39915.9
O_12,D_13,121404.7
O_1,D_16,126565.3
O_1,D_17,132300.4
O_1,D_18,122029.4
O_1,D_19,157754.9
O_1,D_21,142958.5
O_1,D_22,87929.3
O_1,D_23,90970.1
O_1,D_24,164712.7
O_1,D_25,145897.5
O_1,D_26,8556.2
O_2,D_16,106410.8
O_2,D_17,112145.9
O_2,D_18,75110.1
O_2,D_19,110835.6
O_2,D_21,96039.2
O_2,D_22,67354.0
O_2,D_23,44050.8
O_2,D_24,117793.4
O_2,D_25,98978.2
O_2,D_26,57659.8
O_4,D_20,35844.7
O_5,D_20,9713.9
O_6,D_16,113971.0
O_6,D_17,118044.8
O_6,D_18,33602.5
O_6,D_19,82068.2
O_6,D_21,41956.4
O_6,D_22,122341.6
O_6,D_23,15811.2
O_6,D_24,89026.0
O_6,D_25,83974.4
O_6,D_26,112647.4
O_7,D_16,121283.2
O_7,D_17,125357.0
O_7,D_18,35301.4
O_7,D_19,89380.4
O_7,D_21,34844.4
O_7,D_22,129653.8
O_7,D_23,23123.4
O_7,D_24,96338.2
O_7,D_25,91286.6
O_7,D_26,119959.6
O_8,D_16,108182.6
O_8,D_17,112256.4
O_8,D_18,66805.4
O_8,D_19,127616.1
O_8,D_21,36265.8
O_8,D_22,167889.5
O_8,D_23,61359.1
O_8,D_24,134573.9
O_8,D_25,129522.3
O_8,D_26,158195.3
O_9,D_20,3903.4
O_10,D_14,19579.6
O_10,D_15,26847.2
O_11,D_16,119191.0
O_11,D_17,123264.8
O_11,D_18,70902.0
O_11,D_19,131624.2
O_11,D_21,27484.9
O_11,D_22,171897.6
O_11,D_23,65367.2
O_11,D_24,138582.0
O_11,D_25,133530.4
O_11,D_26,162203.4
O_12,D_16,97413.1
O_12,D_17,103148.2
O_12,D_18,67477.3
O_12,D_19,103202.8
O_12,D_21,88406.4
O_12,D_22,110211.6
O_12,D_23,36418.0
O_12,D_24,110160.6
O_12,D_25,71138.0
O_12,D_26,100517.4
O_1,D_27,18566.0
O_1,D_29,42147.5
O_1,D_30,61831.7
O_1,D_32,37375.8
O_1,D_33,33529.4
