,D_UID,O_UID,DIST,O_POP,D_POP
346,D_57,O_9,44349.8,1,4497.0
347,D_58,O_9,33496.3,1,4524.0
348,D_59,O_9,24293.5,1,3136.0
349,D_53,O_11,131634.7,1,4253.0
350,D_54,O_11,43546.5,1,6798.0
351,D_55,O_11,152603.4,1,2676.0
352,D_56,O_11,41351.4,1,7462.0
353,D_60,O_11,104362.3,1,2246.0
354,D_61,O_11,11404.6,1,5139.0
355,D_62,O_11,143192.2,1,9648.0
356,D_63,O_11,85753.5,1,2973.0
357,D_64,O_11,85963.4,1,3846.0
358,D_65,O_11,91654.0,1,2841.0
359,D_53,O_12,69972.6,1,4253.0
360,D_54,O_12,59130.8,1,6798.0
361,D_55,O_12,124285.7,1,2676.0
362,D_56,O_12,95424.6,1,7462.0
363,D_60,O_12,81413.1,1,2246.0
364,D_61,O_12,93823.5,1,5139.0
365,D_62,O_12,81530.1,1,9648.0
366,D_63,O_12,55863.4,1,2973.0
367,D_64,O_12,19580.1,1,3846.0
368,D_65,O_12,61763.9,1,2841.0
369,D_66,O_1,52740.6,1,8502.0
370,D_66,O_2,6251.2,1,8502.0
371,D_66,O_6,62329.8,1,8502.0
372,D_66,O_7,69642.0,1,8502.0
373,D_66,O_8,107631.5,1,8502.0
374,D_67,O_10,31592.2,1,4750.0
375,D_66,O_11,111730.7,1,8502.0
376,D_66,O_12,50068.6,1,8502.0
377,D_1,O_13,93878.6,1,9112.0
378,D_2,O_13,46858.5,1,8692.0
379,D_6,O_13,20832.1,1,2645.0
380,D_7,O_13,58694.9,1,3844.0
381,D_10,O_13,62910.4,1,5483.0
382,D_11,O_13,39035.7,1,5681.0
383,D_12,O_13,0.0,1,8054.0
384,D_13,O_13,105898.9,1,1452.0
385,D_1,O_14,176715.1,1,9112.0
386,D_2,O_14,129547.1,1,8692.0
387,D_6,O_14,97487.4,1,2645.0
388,D_7,O_14,61081.3,1,3844.0
389,D_10,O_14,71697.7,1,5483.0
390,D_11,O_14,121724.3,1,5681.0
391,D_12,O_14,106261.4,1,8054.0
392,D_13,O_14,0.0,1,1452.0
393,D_9,O_15,19412.6,1,5688.0
394,D_9,O_16,26844.6,1,5688.0
395,D_1,O_17,129172.6,1,9112.0
396,D_2,O_17,109208.1,1,8692.0
397,D_6,O_17,121364.2,1,2645.0
398,D_7,O_17,109827.0,1,3844.0
399,D_10,O_17,120443.4,1,5483.0
400,D_11,O_17,100611.2,1,5681.0
401,D_12,O_17,118286.7,1,8054.0
402,D_13,O_17,50293.7,1,1452.0
403,D_1,O_18,122061.9,1,9112.0
404,D_2,O_18,75041.8,1,8692.0
405,D_6,O_18,35290.4,1,2645.0
406,D_7,O_18,66553.9,1,3844.0
407,D_10,O_18,68973.4,1,5483.0
408,D_11,O_18,67219.0,1,5681.0
409,D_12,O_18,41255.3,1,8054.0
410,D_13,O_18,72377.6,1,1452.0
411,D_1,O_19,158267.3,1,9112.0
412,D_2,O_19,111247.2,1,8692.0
413,D_6,O_19,89804.7,1,2645.0
414,D_7,O_19,127667.5,1,3844.0
415,D_10,O_19,131883.0,1,5483.0
416,D_11,O_19,103424.4,1,5681.0
417,D_12,O_19,71464.8,1,8054.0
418,D_13,O_19,170866.0,1,1452.0
419,D_4,O_20,10102.3,1,5324.0
420,D_8,O_20,3719.9,1,8821.0
421,D_4,O_21,87080.7,1,5324.0
422,D_8,O_21,80542.2,1,8821.0
423,D_1,O_22,177112.2,1,9112.0
424,D_2,O_22,130092.1,1,8692.0
425,D_6,O_22,108649.6,1,2645.0
426,D_7,O_22,146512.4,1,3844.0
427,D_10,O_22,150727.9,1,5483.0
428,D_11,O_22,122269.3,1,5681.0
429,D_12,O_22,90309.7,1,8054.0
430,D_13,O_22,189710.9,1,1452.0
431,D_1,O_23,143257.3,1,9112.0
432,D_2,O_23,96237.2,1,8692.0
433,D_6,O_23,34857.0,1,2645.0
434,D_7,O_23,36170.7,1,3844.0
435,D_10,O_23,26955.2,1,5483.0
436,D_11,O_23,88414.4,1,5681.0
437,D_12,O_23,50287.2,1,8054.0
438,D_13,O_23,94636.2,1,1452.0
439,D_3,O_24,20811.1,1,1015.0
440,D_5,O_24,161599.8,1,2109.0
441,D_16,O_13,117855.2,1,3780.0
442,D_17,O_13,121923.3,1,8806.0
443,D_18,O_13,41576.8,1,3667.0
444,D_19,O_13,70733.2,1,2140.0
445,D_21,O_13,49525.9,1,9312.0
446,D_22,O_13,111651.7,1,993.0
447,D_23,O_13,4451.7,1,6363.0
448,D_24,O_13,77687.7,1,9398.0
449,D_25,O_13,75839.5,1,4480.0
450,D_26,O_13,101959.5,1,5010.0
451,D_16,O_14,49950.6,1,3780.0
452,D_17,O_14,54018.7,1,8806.0
453,D_18,O_14,74499.4,1,3667.0
454,D_19,O_14,170974.3,1,2140.0
455,D_21,O_14,95612.7,1,9312.0
456,D_22,O_14,125556.4,1,993.0
457,D_23,O_14,104152.1,1,6363.0
458,D_24,O_14,177928.8,1,9398.0
459,D_25,O_14,107963.8,1,4480.0
460,D_26,O_14,184796.0,1,5010.0
461,D_14,O_15,0.0,1,2036.0
462,D_15,O_15,9821.6,1,3990.0
463,D_14,O_16,10235.4,1,2036.0
464,D_15,O_16,0.0,1,3990.0
465,D_16,O_17,0.0,1,3780.0
466,D_17,O_17,8396.1,1,8806.0
467,D_18,O_17,98640.4,1,3667.0
468,D_19,O_17,182999.6,1,2140.0
469,D_21,O_17,144358.4,1,9312.0
470,D_22,O_17,78013.9,1,993.0
471,D_23,O_17,116177.4,1,6363.0
472,D_24,O_17,189954.1,1,9398.0
473,D_25,O_17,84398.8,1,4480.0
474,D_26,O_17,137253.5,1,5010.0
475,D_16,O_18,98611.7,1,3780.0
476,D_17,O_18,102679.8,1,8806.0
477,D_18,O_18,0.0,1,3667.0
478,D_19,O_18,105968.2,1,2140.0
479,D_21,O_18,64318.5,1,9312.0
480,D_22,O_18,139835.0,1,993.0
481,D_23,O_18,39146.0,1,6363.0
482,D_24,O_18,112922.7,1,9398.0
483,D_25,O_18,88401.1,1,4480.0
484,D_26,O_18,130142.8,1,5010.0
485,D_16,O_19,182822.3,1,3780.0
486,D_17,O_19,186890.4,1,8806.0
487,D_18,O_19,106543.9,1,3667.0
488,D_19,O_19,0.0,1,2140.0
489,D_21,O_19,120539.0,1,9312.0
490,D_22,O_19,176040.4,1,993.0
491,D_23,O_19,67974.9,1,6363.0
492,D_24,O_19,8613.9,1,9398.0
493,D_25,O_19,140806.6,1,4480.0
494,D_26,O_19,166348.2,1,5010.0
495,D_20,O_20,0.0,1,485.0
496,D_20,O_21,78660.0,1,485.0
497,D_16,O_22,201667.2,1,3780.0
498,D_17,O_22,205735.3,1,8806.0
499,D_18,O_22,125388.8,1,3667.0
500,D_19,O_22,20383.6,1,2140.0
501,D_21,O_22,139383.9,1,9312.0
502,D_22,O_22,194885.3,1,993.0
503,D_23,O_22,86819.8,1,6363.0
504,D_24,O_22,13285.7,1,9398.0
505,D_25,O_22,159651.5,1,4480.0
506,D_26,O_22,185193.1,1,5010.0
507,D_16,O_23,143171.5,1,3780.0
508,D_17,O_23,147239.6,1,8806.0
509,D_18,O_23,64147.1,1,3667.0
510,D_19,O_23,120653.6,1,2140.0
511,D_21,O_23,0.0,1,9312.0
512,D_22,O_23,161030.4,1,993.0
513,D_23,O_23,54358.6,1,6363.0
514,D_24,O_23,127608.1,1,9398.0
515,D_25,O_23,125870.7,1,4480.0
516,D_26,O_23,151338.2,1,5010.0
517,D_27,O_13,78028.5,1,1964.0
518,D_29,O_13,65869.9,1,8601.0
519,D_30,O_13,35461.5,1,6552.0
520,D_32,O_13,60536.2,1,7503.0
521,D_33,O_13,77484.1,1,8411.0
522,D_34,O_13,90295.5,1,8317.0
523,D_35,O_13,95305.2,1,4844.0
524,D_36,O_13,104740.4,1,989.0
525,D_37,O_13,98858.6,1,7791.0
526,D_38,O_13,57706.4,1,4578.0
527,D_39,O_13,5413.5,1,306.0
528,D_27,O_14,160865.0,1,1964.0
529,D_29,O_14,136164.6,1,8601.0
530,D_30,O_14,118150.1,1,6552.0
531,D_32,O_14,141284.7,1,7503.0
532,D_33,O_14,153959.6,1,8411.0
533,D_34,O_14,128503.6,1,8317.0
534,D_35,O_14,106195.6,1,4844.0
535,D_36,O_14,126380.0,1,989.0
536,D_37,O_14,109442.2,1,7791.0
537,D_38,O_14,140395.0,1,4578.0
538,D_39,O_14,103307.3,1,306.0
539,D_27,O_17,113322.5,1,1964.0
540,D_29,O_17,88622.1,1,8601.0
541,D_30,O_17,121566.5,1,6552.0
542,D_32,O_17,93742.2,1,7503.0
543,D_33,O_17,106417.1,1,8411.0
544,D_34,O_17,80961.1,1,8317.0
545,D_35,O_17,58653.1,1,4844.0
546,D_36,O_17,78837.5,1,989.0
547,D_37,O_17,61899.7,1,7791.0
548,D_38,O_17,100041.1,1,4578.0
549,D_39,O_17,115332.6,1,306.0
550,D_27,O_18,106211.8,1,1964.0
551,D_29,O_18,94053.2,1,8601.0
552,D_30,O_18,63644.8,1,6552.0
553,D_32,O_18,88719.5,1,7503.0
554,D_33,O_18,105667.4,1,8411.0
555,D_34,O_18,118478.8,1,8317.0
556,D_35,O_18,123488.5,1,4844.0
557,D_36,O_18,132923.7,1,989.0
558,D_37,O_18,127041.9,1,7791.0
559,D_38,O_18,85889.7,1,4578.0
560,D_39,O_18,38301.2,1,306.0
561,D_27,O_19,142417.2,1,1964.0
562,D_29,O_19,130258.6,1,8601.0
563,D_30,O_19,99850.2,1,6552.0
564,D_32,O_19,124924.9,1,7503.0
565,D_33,O_19,141872.8,1,8411.0
566,D_34,O_19,154684.2,1,8317.0
567,D_35,O_19,159693.9,1,4844.0
568,D_36,O_19,169129.1,1,989.0
569,D_37,O_19,163247.3,1,7791.0
570,D_38,O_19,122095.1,1,4578.0
571,D_39,O_19,69180.5,1,306.0
572,D_28,O_20,46695.9,1,9367.0
573,D_31,O_20,152375.4,1,9381.0
574,D_28,O_21,123674.3,1,9367.0
575,D_31,O_21,75112.3,1,9381.0
576,D_27,O_22,161262.1,1,1964.0
577,D_29,O_22,149103.5,1,8601.0
578,D_30,O_22,118695.1,1,6552.0
579,D_32,O_22,143769.8,1,7503.0
580,D_33,O_22,160717.7,1,8411.0
581,D_34,O_22,173529.1,1,8317.0
582,D_35,O_22,178538.8,1,4844.0
583,D_36,O_22,187974.0,1,989.0
584,D_37,O_22,182092.2,1,7791.0
585,D_38,O_22,140940.0,1,4578.0
586,D_39,O_22,88025.4,1,306.0
587,D_27,O_23,127407.2,1,1964.0
588,D_29,O_23,115248.6,1,8601.0
589,D_30,O_23,84840.2,1,6552.0
590,D_32,O_23,109914.9,1,7503.0
591,D_33,O_23,126862.8,1,8411.0
592,D_34,O_23,139674.2,1,8317.0
593,D_35,O_23,144683.9,1,4844.0
594,D_36,O_23,154119.1,1,989.0
595,D_37,O_23,148237.3,1,7791.0
596,D_38,O_23,107085.1,1,4578.0
597,D_39,O_23,54854.2,1,306.0
598,D_40,O_13,65862.2,1,5590.0
599,D_43,O_13,40111.8,1,7939.0
600,D_44,O_13,86997.0,1,7063.0
601,D_46,O_13,42355.5,1,9363.0
602,D_47,O_13,75119.5,1,3446.0
603,D_48,O_13,76611.1,1,2833.0
604,D_50,O_13,4047.4,1,6184.0
605,D_51,O_13,57023.1,1,3939.0
606,D_40,O_14,48840.2,1,5590.0
607,D_43,O_14,78198.0,1,7939.0
608,D_44,O_14,34256.6,1,7063.0
609,D_46,O_14,82885.8,1,9363.0
610,D_47,O_14,50133.7,1,3446.0
611,D_48,O_14,142309.0,1,2833.0
612,D_50,O_14,104782.5,1,6184.0
613,D_51,O_14,50180.6,1,3939.0
614,D_40,O_17,80298.5,1,5590.0
615,D_43,O_17,126943.7,1,7939.0
616,D_44,O_17,83002.3,1,7063.0
617,D_46,O_17,116464.3,1,9363.0
618,D_47,O_17,98879.4,1,3446.0
619,D_48,O_17,94766.5,1,2833.0
620,D_50,O_17,116807.8,1,6184.0
621,D_51,O_17,70028.3,1,3939.0
622,D_40,O_18,24285.4,1,5590.0
623,D_43,O_18,47970.8,1,7939.0
624,D_44,O_18,69848.0,1,7063.0
625,D_46,O_18,23375.1,1,9363.0
626,D_47,O_18,53981.3,1,3446.0
627,D_48,O_18,104794.4,1,2833.0
628,D_50,O_18,39776.4,1,6184.0
629,D_51,O_18,31401.0,1,3939.0
630,D_40,O_19,130829.3,1,5590.0
631,D_43,O_19,109084.4,1,7939.0
632,D_44,O_19,155969.6,1,7063.0
633,D_46,O_19,111328.1,1,9363.0
634,D_47,O_19,144092.1,1,3446.0
635,D_48,O_19,140999.8,1,2833.0
636,D_50,O_19,68566.0,1,6184.0
