lat,lon,survey,WBCode,type,ID
0.314567200000000,32.580785900000002,Uganda2013,UGA,Enterprise Survey,"890"
0.378826000000000,32.635500000000000,Uganda2013,UGA,Enterprise Survey,"1130"
0.331295058000000,32.615907460000003,Uganda2013,UGA,Enterprise Survey,"1237"
0.331347000000000,32.576500000000003,Uganda2013,UGA,Enterprise Survey,"1521"
0.344927000000000,32.637369999999997,Uganda2013,UGA,Enterprise Survey,"2544"
0.319444000000000,32.602060000000002,Uganda2013,UGA,Enterprise Survey,"2763"
0.342358200000000,32.570832400000000,Uganda2013,UGA,Enterprise Survey,"2782"
0.313151000000000,32.578760000000003,Uganda2013,UGA,Enterprise Survey,"2788"
0.353646000000000,32.613000000000000,Uganda2013,UGA,Enterprise Survey,"2820"
0.330800000000000,32.489660000000001,Uganda2013,UGA,Enterprise Survey,"2830"
0.315538800000000,32.572455300000001,Uganda2013,UGA,Enterprise Survey,"2926"
0.307432198900000,32.572947694000000,Uganda2013,UGA,Enterprise Survey,"2936"
0.333553000000000,32.562829999999998,Uganda2013,UGA,Enterprise Survey,"4045"
0.359147600000000,32.535367000000001,Uganda2013,UGA,Enterprise Survey,"4107"
0.356579320500000,32.562847081599998,Uganda2013,UGA,Enterprise Survey,"4523"
0.063291770000000,32.450429999999997,Uganda2013,UGA,Enterprise Survey,"4541"
0.352764800000000,32.610865500000003,Uganda2013,UGA,Enterprise Survey,"4626"
0.314327100000000,32.588382099999997,Uganda2013,UGA,Enterprise Survey,"4748"
0.345655400000000,32.618333999999997,Uganda2013,UGA,Enterprise Survey,"4807"
0.354864000000000,32.647019999999998,Uganda2013,UGA,Enterprise Survey,"5049"
0.402883970000000,32.506197000000000,Uganda2013,UGA,Enterprise Survey,"5255"
0.328403000000000,32.574710000000003,Uganda2013,UGA,Enterprise Survey,"5583"
0.352551000000000,32.610819999999997,Uganda2013,UGA,Enterprise Survey,"5823"
0.351504000000000,32.610639999999997,Uganda2013,UGA,Enterprise Survey,"5890"
0.348039000000000,32.569459999999999,Uganda2013,UGA,Enterprise Survey,"6098"
0.353646000000000,32.613000000000000,Uganda2013,UGA,Enterprise Survey,"6214"
0.350278000000000,32.612969999999997,Uganda2013,UGA,Enterprise Survey,"6363"
